historic-landfill-site	name	licence-holder
historic-landfill-site:EAHLD11328	SaintPetersWay
historic-landfill-site:EAHLD10942	SouthofFishersGreenFarm
historic-landfill-site:EAHLD10943	BreachesFarm
historic-landfill-site:EAHLD10944	HallsfordBridge
historic-landfill-site:EAHLD10947	RefuseTipatSouthernSewageWorks
historic-landfill-site:EAHLD10945	WalthamMarshes
historic-landfill-site:EAHLD10946	CheshuntMarsh
historic-landfill-site:EAHLD11857	HatchlandsChalkPit	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD11858	FleetsideEstate
historic-landfill-site:EAHLD11861	BonifaceLandfillakaPondoverPlace	MrBoniface
historic-landfill-site:EAHLD11862	DrinkwaterLandfillSite	SurreyCountyCouncil
historic-landfill-site:EAHLD11863	TheSandpits
historic-landfill-site:EAHLD11868	AbbeyMoorGolfClub	DJHealy
historic-landfill-site:EAHLD11870	BurmaRoadTipSite	SurreyCountyCouncil
historic-landfill-site:EAHLD11871	27StationRoad	MrJohnDoran
historic-landfill-site:EAHLD12795	MoorRoadRecreationGround
historic-landfill-site:EAHLD12796	ShaldenRoad
historic-landfill-site:EAHLD12797	RecreationGround
historic-landfill-site:EAHLD12798	AshRoadIndustrialEstate
historic-landfill-site:EAHLD12799	UnitedCarriersSite
historic-landfill-site:EAHLD10948	StaplefordTawney
historic-landfill-site:EAHLD12803	LowerMillFarm	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12804	FostersOldTip	WAShort
historic-landfill-site:EAHLD12806	PrioryFarm	WStacey
historic-landfill-site:EAHLD12816	HatchLaneLandfill	TJLoweryBuildingLimited
historic-landfill-site:EAHLD10051	RookeryPit	CountyCouncil
historic-landfill-site:EAHLD10052	DisusedGravelPit	NortonAbrasivesLimited
historic-landfill-site:EAHLD10053	PlaceFarm	NortonAbrasivesLimited
historic-landfill-site:EAHLD10054	DellHole	BrianMonkLimited
historic-landfill-site:EAHLD10055	TattleHill	NortonGrindingWheelCompanyLimited
historic-landfill-site:EAHLD10057	GreatWestwoodEstate	SirAlfredMcAlpineandSonLimited
historic-landfill-site:EAHLD10058	MeadLane	AFairheadandSonsLimited
historic-landfill-site:EAHLD10949	TownMead
historic-landfill-site:EAHLD10950	SouthendFarm\/WoodGreenPotteries
historic-landfill-site:EAHLD11873	BoorsGreenFarm	MrLeonardMager
historic-landfill-site:EAHLD11875	LandEastofMargeryLane	Louis\/Birse
historic-landfill-site:EAHLD11876	ApplicationG\/KingswoodHall	BovisBirse
historic-landfill-site:EAHLD11877	BansteadRailway
historic-landfill-site:EAHLD11878	HeathFarm	Bovis\/Birse-MrGMaxwell-Hart
historic-landfill-site:EAHLD11879	BroombankQuarry	DougalBrothers(Transport)Limited
historic-landfill-site:EAHLD11881	CheverellsFarm	MrWhelan
historic-landfill-site:EAHLD11882	Hilltop	MrMDavids
historic-landfill-site:EAHLD11883	LeatherheadLandfill	SurreyCountyCouncil
historic-landfill-site:EAHLD12821	BrightonHillCommunitySchool	HampshireCountyCouncil
historic-landfill-site:EAHLD12824	AndwellMoorLandfill	MrWATStaceyandSon
historic-landfill-site:EAHLD12828	WeybrookFarm
historic-landfill-site:EAHLD12829	Landadjacentto12-13AldermastonRoad	AmeyGravelLimited(EstatesDepartment)
historic-landfill-site:EAHLD12830	Landadjacentto10AldermastonRoad	Amey
historic-landfill-site:EAHLD12832	Crane'sCopse-ShortHazelandBrickHillCopse
historic-landfill-site:EAHLD12833	HoundmillsRoad	DBrant
historic-landfill-site:EAHLD10061	WheathampsteadSchool	HertfordshireCountyCouncilCountyEducationOfficer
historic-landfill-site:EAHLD10062	FoxholesFarm	MrCSmith
historic-landfill-site:EAHLD10063	Fairways	MrBSibthorne
historic-landfill-site:EAHLD10064	TheoboldsGrove	LeaValleySandandBallastPitsLimited
historic-landfill-site:EAHLD10142	OrlittsLake	WilliamBoyerandSonsLimited
historic-landfill-site:EAHLD10065	GravelPit	ArlesdeneEstatesLimited
historic-landfill-site:EAHLD10067	BroxbourneburyParkQuarry	CleanawayLimited
historic-landfill-site:EAHLD10068	GravelWorkings	RedlandGravelLimited
historic-landfill-site:EAHLD10069	BroxbourneburyParkQuarry	RedlandAggregatesLimited
historic-landfill-site:EAHLD10951	SewardstoneLandfill
historic-landfill-site:EAHLD12835	LandadjacenttolanebetweenVidlersFarmandKilnFarm
historic-landfill-site:EAHLD12836	RailCuttingadjacenttoJaysClose
historic-landfill-site:EAHLD12837	MarnelDell	BasingstokeRuralDistrictCouncil
historic-landfill-site:EAHLD10952	StaplefordAirfield
historic-landfill-site:EAHLD10955	EFDCDepot
historic-landfill-site:EAHLD11885	SouthHolmwoodBrickworks	RedlandBrickLimited
historic-landfill-site:EAHLD11886	NorthHolmwood
historic-landfill-site:EAHLD11887	NorthHolmwoodBrickworks	RedlandBrickLimited
historic-landfill-site:EAHLD11906	ClementRoad
historic-landfill-site:EAHLD11947	LangdonRoad
historic-landfill-site:EAHLD11996	RainsboroughAvenue
historic-landfill-site:EAHLD12009	IdlertonRoad
historic-landfill-site:EAHLD12010	LausanneRoad-GautreyRoad
historic-landfill-site:EAHLD12017	LinfordStreet
historic-landfill-site:EAHLD12838	PopleyFields,northofPopleyWay
historic-landfill-site:EAHLD12839	OldChinehamLane
historic-landfill-site:EAHLD12841	UpperMillFarm
historic-landfill-site:EAHLD12842	SouthofHampshireClinic
historic-landfill-site:EAHLD12843	Oliver'sDell	KingEdwardsHospitalFundForLondon
historic-landfill-site:EAHLD10070	LodgeHollowWest	Redland
historic-landfill-site:EAHLD10135	ColnbrookByPassNo.3	WilliamBoyerandSonsLimited
historic-landfill-site:EAHLD10139	SuttonLaneNo.3	HallAggregates(SouthCoast)Limited
historic-landfill-site:EAHLD10140	ColnbrookByPassNo.2	WilliamBoyerandSonsLimited
historic-landfill-site:EAHLD10141	TanhouseFarmNo.1	DandHReclamationLimited
historic-landfill-site:EAHLD10956	BushRoad
historic-landfill-site:EAHLD10957	GrovesFarm	DandHReclamationLimited
historic-landfill-site:EAHLD10960	SandyLane
historic-landfill-site:EAHLD11045	ChannelseaCreek	LBNewham
historic-landfill-site:EAHLD11046	RenwickRoadLandfillSite	LondonBoroughofBarkingandDagenham
historic-landfill-site:EAHLD12040	PortugalStreet
historic-landfill-site:EAHLD12043	CanfieldPlace
historic-landfill-site:EAHLD12072	TownmeadRoad
historic-landfill-site:EAHLD12117	LanrickRoad
historic-landfill-site:EAHLD12374	LandadjacenttoRiverside	MHLawes,Esquire
historic-landfill-site:EAHLD12380	SycamoreSewageFarm
historic-landfill-site:EAHLD12508	CaldicottSchool	HeathTransport(Chesham)Limited
historic-landfill-site:EAHLD12509	ThePond	RButlerSkipandPlantHire
historic-landfill-site:EAHLD12510	FarthingGreenLaneLandfill
historic-landfill-site:EAHLD12844	RailwayTriangle
historic-landfill-site:EAHLD12845	Cowder'sDowns
historic-landfill-site:EAHLD12846	OldBasingCanal
historic-landfill-site:EAHLD12847	Landadjacentto1PyottsHill	MrsDMDereham
historic-landfill-site:EAHLD12848	JunctionofCrownandMilkingpenLanes
historic-landfill-site:EAHLD12849	OldBasingCanal
historic-landfill-site:EAHLD12850	RileyLane
historic-landfill-site:EAHLD12851	LandadjacenttoRecreationGround
historic-landfill-site:EAHLD11078	GreenLane
historic-landfill-site:EAHLD10144	ColnbrookByPassNo.1	WilliamBoyerandSonsLimited
historic-landfill-site:EAHLD10146	SuttonLaneNo.2
historic-landfill-site:EAHLD10148	TanhouseFarmNo.2	DandHReclamationLimited
historic-landfill-site:EAHLD10162	PoyleManorNorth	HallAggregates(ThamesValley)Limited
historic-landfill-site:EAHLD10172	HortonRoad	HalesContainersLimited
historic-landfill-site:EAHLD11074	HounslowHeathGolfCourse	Greenhams\/Drinkwater
historic-landfill-site:EAHLD11075	SaintAlbansFarmWest	SWBoyerandSons
historic-landfill-site:EAHLD11076	SaintAlbansFarmEast	LondonBoroughofHounslow
historic-landfill-site:EAHLD11077	HounslowHeathGolfCourse	Greenhams\/Drinkwater
historic-landfill-site:EAHLD11079	Cranebank-Hazelmere	SandandShingleLimited
historic-landfill-site:EAHLD11080	BeaversFarmEstate	GoodmanPriceLimited
historic-landfill-site:EAHLD11081	MarlboroughRoad-WigleyRoad
historic-landfill-site:EAHLD12511	WexhamStreetLandfill	WellesleyHaulageandCompanyLimited
historic-landfill-site:EAHLD12512	GrotesWoodLandfill
historic-landfill-site:EAHLD12516	WexhamParkGolfCourseLandfill
historic-landfill-site:EAHLD12519	TaplowStation	EronRuralDistrictCouncil
historic-landfill-site:EAHLD12594	FarnhamLaneLandfill
historic-landfill-site:EAHLD12595	CrowPieceLandfill
historic-landfill-site:EAHLD12852	OldBasingstokeCanal
historic-landfill-site:EAHLD12853	WebbsFarmDells
historic-landfill-site:EAHLD12854	OldBasingCanal
historic-landfill-site:EAHLD12855	HodsFarm	FosterBrothersHookLimited
historic-landfill-site:EAHLD12856	UpperCopseAdjacenttoM3	RGYaxley
historic-landfill-site:EAHLD11049	BridgeRoad
historic-landfill-site:EAHLD12857	OldBasingstokeCanal
historic-landfill-site:EAHLD12858	OldChalkPit,BurroughClose	DBrantLimited
historic-landfill-site:EAHLD10176	PoyleManorSouth	WigginsTransportLimited
historic-landfill-site:EAHLD10183	HortonLagoonsLandfill	JayflexConstructionLimited
historic-landfill-site:EAHLD10206	KingsmeadQuarry	HallAggregates(ThamesValley)Limited
historic-landfill-site:EAHLD10213	StationRoad
historic-landfill-site:EAHLD10240	WraysburyRoad
historic-landfill-site:EAHLD11047	RainhamRoadSouth	RhonePoulencLimited
historic-landfill-site:EAHLD11048	EastbrookendCountryPark	LondonBoroughofBarkingandDagenham
historic-landfill-site:EAHLD11050	LondonRoadSportsGround
historic-landfill-site:EAHLD11051	JerseyGardens	LBHounslow
historic-landfill-site:EAHLD11052	WykeGreen
historic-landfill-site:EAHLD12597	BrockhurstWoodLandfill
historic-landfill-site:EAHLD12604	StompRoadLandfill
historic-landfill-site:EAHLD12605	TockleyRoadLandfill
historic-landfill-site:EAHLD12612	HuntsWood
historic-landfill-site:EAHLD12630	GoldingClose
historic-landfill-site:EAHLD12631	RowfantSawMill
historic-landfill-site:EAHLD12633	HeathyGroundWood	HalesContainersLimited
historic-landfill-site:EAHLD12859	OldBasingCanal
historic-landfill-site:EAHLD12860	LandadjacenttoBlackstockLane	MrWAShort
historic-landfill-site:EAHLD12861	CrownLane
historic-landfill-site:EAHLD12863	KilnFarm	BDHaulageLimited
historic-landfill-site:EAHLD12868	BeehiveSouthWest
historic-landfill-site:EAHLD12869	BeehiveNorthEast	Re3Limited
historic-landfill-site:EAHLD13102	LakeEndRoad
historic-landfill-site:EAHLD13103	LentRiseCoalYard	BritishRail
historic-landfill-site:EAHLD13104	ChilternViewLandfill
historic-landfill-site:EAHLD10866	HarlowRoad	MoretonSandandGravelCompanyLimited-EppingandOngarRuralDistrictCouncil
historic-landfill-site:EAHLD10867	LuxboroughLane	MLennonandCompanyLimited
historic-landfill-site:EAHLD10025	BowmansGreenFarm	AlumaGroupLimited
historic-landfill-site:EAHLD10873	Elsenham	GreenhamConstructionMaterialsLimited
historic-landfill-site:EAHLD11066	ConventWay
historic-landfill-site:EAHLD11067	SoniaGardens
historic-landfill-site:EAHLD11068	LamptonIsland
historic-landfill-site:EAHLD11069	BathRoadSportsGround	Greenhams
historic-landfill-site:EAHLD11070	MidsummerAvenue
historic-landfill-site:EAHLD11071	StraddlingtheCauseway
historic-landfill-site:EAHLD11072	HounslowHeathGolfCourse	Greenhams\/Drinkwater
historic-landfill-site:EAHLD10884	CheshuntMarsh	StAlbansSandandGravelCompanyLimited
historic-landfill-site:EAHLD11073	HounslowHeathGolfCourse
historic-landfill-site:EAHLD12634	HeathyGroundWood	HalesContainersLimited
historic-landfill-site:EAHLD12636	HolmbushPotteries
historic-landfill-site:EAHLD12637	RowfantSawMill	JHlocker-Lampson
historic-landfill-site:EAHLD12639	WakehamsGreenFarm	WandCFrenchConstructionLimited
historic-landfill-site:EAHLD12640	BuchanPark
historic-landfill-site:EAHLD12641	CompassesCrossing	RWBirchandSons
historic-landfill-site:EAHLD13105	LentRiseRoadLandfill
historic-landfill-site:EAHLD13129	LakeEndRoad	AthertonHaulageContractord
historic-landfill-site:EAHLD12645	LandatWoodsideFarm	RMChestermanLimited
historic-landfill-site:EAHLD13130	CrowPieceLane	BuckinghamshireCountyCouncil
historic-landfill-site:EAHLD13131	HuntswoodLandfill
historic-landfill-site:EAHLD13153	SomersEve	MrsJWilliams
historic-landfill-site:EAHLD13154	MontemSchool	DepartmentofEducation,BerkshireCountyCouncil
historic-landfill-site:EAHLD13155	ThomasLawrenceBrickworks	LawrenceBrickworks
historic-landfill-site:EAHLD19919	ChaseLane
historic-landfill-site:EAHLD10874	BaldwinsFarm	RedlandAggregates
historic-landfill-site:EAHLD10878	SouthofChimes	RedlandGravelLimited
historic-landfill-site:EAHLD10879	ChimesNursery	RedlandGravelLimited
historic-landfill-site:EAHLD10880	GreenLane	RedlandGravelLimited
historic-landfill-site:EAHLD10881	KingsmeadNursery	RedlandGravelLimited
historic-landfill-site:EAHLD10883	HolyfieldMarsh	StAlbansSandandGravelCompanyLimited
historic-landfill-site:EAHLD11086	FelthamArena	FelthamSandandGravel
historic-landfill-site:EAHLD11087	BritishMaritimeTechnology	LondonandMetropolitanPlc
historic-landfill-site:EAHLD11088	HattonCross
historic-landfill-site:EAHLD11089	HattonFarmI	GreenhamSandandBallastCompanyLimited
historic-landfill-site:EAHLD11090	HattonFarmII	GreenhamSandandBallastCompanyLimited
historic-landfill-site:EAHLD11091	NorthFelthamTradingEstate	SandandShingleLimited
historic-landfill-site:EAHLD11104	SouthernSewageWorks
historic-landfill-site:EAHLD11105	LaportesSite
historic-landfill-site:EAHLD12647	MoorlandsSandQuarry	MrCCRussell
historic-landfill-site:EAHLD12670	LandatHookFruitFarm	MorsePlantHireLimited
historic-landfill-site:EAHLD12672	BowlingAlley	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12674	HazeleyHeath	CGComleyandSonsLimited
historic-landfill-site:EAHLD12678	NorthBankofBasingstokeCanal	BasingstokeCanalAuthority
historic-landfill-site:EAHLD12688	WhistleyMillStage2	RedlandAggregatesLimited
historic-landfill-site:EAHLD09967	SprattsLane	DHWoodsandSon
historic-landfill-site:EAHLD09968	LaburnumFarm	AWMurchie
historic-landfill-site:EAHLD09969	EleanorCrossRoad	TwickengamGravelCompanyLimited
historic-landfill-site:EAHLD09970	NunneryFarm	LeaValleySandandBallastPitsLimited
historic-landfill-site:EAHLD09971	MetropolitanPolicePit	BritishWaterwaysBoard
historic-landfill-site:EAHLD09973	HomeFarm	MrsRussell
historic-landfill-site:EAHLD09974	AuburnMere	AubernMereResidentialCareHome
historic-landfill-site:EAHLD09975	SparrowsHerneHall	AGavin
historic-landfill-site:EAHLD10886	FishersGreenQuarry	StAlbansSandandGravelCompanyLimited
historic-landfill-site:EAHLD10887	AerodromeQuarry	RedlandAggregatesLimited
historic-landfill-site:EAHLD11058	CraneAvenueAllotments
historic-landfill-site:EAHLD11059	RedleesPark
historic-landfill-site:EAHLD11060	LamptonParkExtension
historic-landfill-site:EAHLD11061	BrookwoodRoad
historic-landfill-site:EAHLD11062	MogdenSewageWorks	HamRiverConstructionLimited
historic-landfill-site:EAHLD11063	RedwoodEstate
historic-landfill-site:EAHLD11065	BullsBridge
historic-landfill-site:EAHLD12689	WhistleyMillStage1	AlanHadleyLimited
historic-landfill-site:EAHLD12692	StrandeCastle
historic-landfill-site:EAHLD12694	ShortsLandfillunlicensedarea
historic-landfill-site:EAHLD12698	BorrowPit	HampshireCountyCouncil
historic-landfill-site:EAHLD12699	PloughLane	MidlandAggregatesLimited
historic-landfill-site:EAHLD12700	Bullock'sFarm	DBrantWasteDisposalLimited
historic-landfill-site:EAHLD12702	CopseFarm	MFCollardEsquire
historic-landfill-site:EAHLD12703	YewTreeCopse	IandDJFisk
historic-landfill-site:EAHLD09989	58-92ChipperfieldRoad	WyattofSnettertonLimited
historic-landfill-site:EAHLD09977	SmugOakLane	InnsandCompanyLimited
historic-landfill-site:EAHLD09978	RegentsShooringGround	PieroFenocchi
historic-landfill-site:EAHLD09979	ValleyLane
historic-landfill-site:EAHLD09981	LodgeFarm	JREveandSonsLimited
historic-landfill-site:EAHLD09983	PetsMeadow	DKIvory
historic-landfill-site:EAHLD09984	ShenleyHospital	BrentandHarrowAreaHealthAuthority
historic-landfill-site:EAHLD09985	OakwoodNursery
historic-landfill-site:EAHLD10888	GlenFabaandRiverfields	RedlandAggregatesLimited
historic-landfill-site:EAHLD09988	StMary'sLane	SouthgateBoroughCouncil
historic-landfill-site:EAHLD10889	GlenFabaandRiverfields	RedlandAggregatesLimited
historic-landfill-site:EAHLD10890	Ryemeads	StAlbansSandandGravelCompanyLimited
historic-landfill-site:EAHLD10891	WoodfordBridgeTip	EssexCountyCouncil
historic-landfill-site:EAHLD10892	HillFarm	EssexCountyCouncil
historic-landfill-site:EAHLD11789	25BeechwoodRoad	HBell
historic-landfill-site:EAHLD11790	ClasfordFarm
historic-landfill-site:EAHLD11791	WillOWispMobileHomePark
historic-landfill-site:EAHLD11792	WhipleyFarm
historic-landfill-site:EAHLD12717	CalthorpePark	HampshireCountyCouncil
historic-landfill-site:EAHLD11793	BaynardsFullersEarthPit	SteetleyBrickandTileLimited
historic-landfill-site:EAHLD12704	TheBeechesSmallholding	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12705	LandadjacenttoEasterRossHouse	MandMrsJMurray
historic-landfill-site:EAHLD12706	LandatChandlersFarm	HallAggregates(ThamesValley)Limited
historic-landfill-site:EAHLD12707	HeathWarren	HampshireCountyCouncil
historic-landfill-site:EAHLD12708	BlackbusheAirport	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12709	BeggarsCornerField	DBrantEstatesLimited
historic-landfill-site:EAHLD12710	Clarke'sFarm	WDarlingtonandSonsLimited
historic-landfill-site:EAHLD12711	LandatWateryLane	CountyRecreationOfficer
historic-landfill-site:EAHLD09986	BeaumontRoad	TulkonWasteDisposalLimited
historic-landfill-site:EAHLD09990	PendleyFarm	JohnJones(Excavations)Limited
historic-landfill-site:EAHLD09991	Shootersway	BerkhamstedBrickCompanyLimited
historic-landfill-site:EAHLD09992	RosswayFarm	JohnJones(Excavations)Limited
historic-landfill-site:EAHLD09993	NorthChurchCricketClub	AJFantham
historic-landfill-site:EAHLD10893	GreenLane	RedlandAggregatesLimited
historic-landfill-site:EAHLD10911	Newhouse
historic-landfill-site:EAHLD10912	HailesFarm\/Netherhall	RedlandAggregatesLimited
historic-landfill-site:EAHLD10914	MeadgateFarm
historic-landfill-site:EAHLD10915	MeadgateFarm
historic-landfill-site:EAHLD12718	OdihamCommon	HampshireCountyCouncil
historic-landfill-site:EAHLD10916	HomefieldNurseries	MrCliveBenson
historic-landfill-site:EAHLD11794	KnowleLaneLandfill	SurreyCountyCouncil
historic-landfill-site:EAHLD11795	SmithbrookBrickworks	SurreyCountyCouncil
historic-landfill-site:EAHLD11796	ManfieldBrickworks	EstatesandGeneral
historic-landfill-site:EAHLD11797	Greywaters	WHepburn
historic-landfill-site:EAHLD11798	WoodhillsSandpit	HalesContainersLimited
historic-landfill-site:EAHLD12712	CrookhamDeepsNorth	HampshireCountyCouncil
historic-landfill-site:EAHLD12713	WarrenHeath	HallAggregates(ThamesValley)Limited
historic-landfill-site:EAHLD12716	IvesClose	HampshireCountyCouncil
historic-landfill-site:EAHLD12720	ColdharbourSandPit
historic-landfill-site:EAHLD12721	MattswoodFarm	BJSmallEsquire
historic-landfill-site:EAHLD12722	LandadjacenttoMorringtonHouse	MrGFLawes
historic-landfill-site:EAHLD09994	CheshamRoadScrambleCourse	MrDMash
historic-landfill-site:EAHLD09995	BovingdonBrickworks	BovingdonBrickworksLimited
historic-landfill-site:EAHLD09996	HamberlinsFarm	CinnamondReclamationLimited
historic-landfill-site:EAHLD09997	HamberlinsFarm	CinnamondReclamationLimited
historic-landfill-site:EAHLD09999	WestbrookHay	WyattofSnettertonLimited
historic-landfill-site:EAHLD10917	CarthagenaEstate
historic-landfill-site:EAHLD10918	HomefieldNurseries	MrCliveBenson
historic-landfill-site:EAHLD10919	OldBridgewaterNurserySite
historic-landfill-site:EAHLD10920	NewNazeingRoad
historic-landfill-site:EAHLD11799	PapercourtFarmNo.4	HallAggregatesLimited
historic-landfill-site:EAHLD12729	ErrieTip	AltonRuralDistrictCouncil
historic-landfill-site:EAHLD11801	StokeParkFarm	JohnstonEarthmovingLimited
historic-landfill-site:EAHLD11805	CharltonLaneWest
historic-landfill-site:EAHLD11806	RandallsNursery	MrCJRandall
historic-landfill-site:EAHLD12723	LandatFirhillKennels	LKellandEsquire
historic-landfill-site:EAHLD12724	BasingHomeFarm	MrLJLangmead
historic-landfill-site:EAHLD12726	LandatManorFarm	TheTreloarTrust
historic-landfill-site:EAHLD12727	EastTistedTip	AltonRuralDistrictCouncil
historic-landfill-site:EAHLD12728	Knox'sPond	PlinckeLandscape
historic-landfill-site:EAHLD12730	LandatHomeFarm	RMChestermanLimited
historic-landfill-site:EAHLD10000	WatercressBeds	MrsMIWalters
historic-landfill-site:EAHLD10004	PottenEndHill	GJGaywoodLimited
historic-landfill-site:EAHLD10005	FeatherbedLane	WyattofSnetterton
historic-landfill-site:EAHLD10006	ChalkPitDell	NGHasley
historic-landfill-site:EAHLD10007	WhippendellSpinney	AFMcCarthyEsquire
historic-landfill-site:EAHLD10008	WhippendellSpinney	AFMcCarthyEsquire
historic-landfill-site:EAHLD10009	WhippendellSpinney	AFMcCarthyEsquire
historic-landfill-site:EAHLD10921	RushymeadNursery
historic-landfill-site:EAHLD10922	BobbingworthGravelPit
historic-landfill-site:EAHLD10923	AerodromeQuarry	RedlandAggregates
historic-landfill-site:EAHLD10924	TrianglularFieldoffNazeingNewRoad
historic-landfill-site:EAHLD11808	PaddFarm	MrDBeach
historic-landfill-site:EAHLD11809	MuckhatchFarm	RedlandAggregatesLimited
historic-landfill-site:EAHLD11810	MuckhatchFarm	RedlandAggregatesLimited
historic-landfill-site:EAHLD11811	ChertseyLane	SurreyCountyCouncil
historic-landfill-site:EAHLD10019	ChurchFarm	HCJanesLimited
historic-landfill-site:EAHLD11812	AlmnersFarm
historic-landfill-site:EAHLD11813	ElmcottandColdharbour	RedlandQuarriesLimited
historic-landfill-site:EAHLD12731	HollybushLane	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12738	LandatLakeGold	RaisonBrothersc\/oJGRaison
historic-landfill-site:EAHLD12739	TheGold
historic-landfill-site:EAHLD12740	LandatInvincibleRoad
historic-landfill-site:EAHLD12766	OldFishPond
historic-landfill-site:EAHLD12767	BrooksideCaravanPark
historic-landfill-site:EAHLD12768	RuralDistrictCouncilPlayingField
historic-landfill-site:EAHLD12769	KingGeorgesPond
historic-landfill-site:EAHLD10020	DellHole
historic-landfill-site:EAHLD10021	HillEndFarm	HerfordshireInstituteofAgriculture
historic-landfill-site:EAHLD10010	RucklersLane	WyattofSnettertonLimited
historic-landfill-site:EAHLD10011	NaddocksField	VauxhallMotorsLimited
historic-landfill-site:EAHLD10012	TheSmallholdings	WyattofSnettertonLimited
historic-landfill-site:EAHLD10013	LangleyHillSmallholdings	WyattofSnettertonLimited
historic-landfill-site:EAHLD10014	BroomhillShootingGround	FrankLyonsPlantServices
historic-landfill-site:EAHLD10015	HillandColesFarm	JTaylors(Contractors)Limited
historic-landfill-site:EAHLD10016	LadybrayFarm
historic-landfill-site:EAHLD10925	BroxbourneOldPit\/ArrowYard
historic-landfill-site:EAHLD10926	OakleyNursey,PaynesLane
historic-landfill-site:EAHLD10022	BellLane
historic-landfill-site:EAHLD10927	LangridgeFarm
historic-landfill-site:EAHLD11815	EwhurstBrickworks
historic-landfill-site:EAHLD11816	WaterFilterWorks	OceanaSiteServicesLimited
historic-landfill-site:EAHLD11817	HalesbridgeFarm	MrMunshin
historic-landfill-site:EAHLD11819	GreystoneLimeworks	SurreyCountyCouncil
historic-landfill-site:EAHLD10024	BowmansGreenFarmPhase3\/4	AlumaGroupLimited
historic-landfill-site:EAHLD11820	BucklandSandpit	BucklandSandandSilicaCompanyLimited
historic-landfill-site:EAHLD12770	HollyLodgeLandfill
historic-landfill-site:EAHLD12771	RamiliesPark
historic-landfill-site:EAHLD12772	LandtotheeastofSewageWorks	JohnStaceyandSonsLimited
historic-landfill-site:EAHLD12773	LandadjacenttoAldershotStubbs	RushmoorDistrictCouncil
historic-landfill-site:EAHLD12774	AldershotStubbs
historic-landfill-site:EAHLD12775	LandadjacenttoTheGables	ASFulford
historic-landfill-site:EAHLD10017	Furtherfield	ThreeRiversdisrictCouncil
historic-landfill-site:EAHLD10018	TomsLane	WilliamOldLimited
historic-landfill-site:EAHLD10026	ChurchLane	InnsandCompanyLimited
historic-landfill-site:EAHLD10928	WharfRoad\/GreenLane
historic-landfill-site:EAHLD10929	PaynesLane
historic-landfill-site:EAHLD11821	DisusedQuarry	MrBaker
historic-landfill-site:EAHLD11825	HeathView
historic-landfill-site:EAHLD12781	CharlesChurchDevelopment
historic-landfill-site:EAHLD11827	EquestrianCentre
historic-landfill-site:EAHLD11828	AltonRoadLandfill	HallAggregates(SouthEast)Limited
historic-landfill-site:EAHLD11833	BookhurstBrickworks	SwallowTilesLimited
historic-landfill-site:EAHLD11834	PumpingStation
historic-landfill-site:EAHLD12776	HillandLakeSiteCamp
historic-landfill-site:EAHLD12777	BushLane
historic-landfill-site:EAHLD12778	GasworksBridge
historic-landfill-site:EAHLD12779	SpringlakesTradingEstate
historic-landfill-site:EAHLD12780	OrdnanceRoad-NorthLane
historic-landfill-site:EAHLD12789	BusDepot
historic-landfill-site:EAHLD12782	OffBoxallsLane
historic-landfill-site:EAHLD12783	LandadjacenttoLeeRoad
historic-landfill-site:EAHLD10027	ColneyHeathPit
historic-landfill-site:EAHLD10029	HatfieldQuarryPhase7	ReadyMixConcreteLimited
historic-landfill-site:EAHLD10032	NorthOrbitalRoad	InnsandCompanyLimited
historic-landfill-site:EAHLD10034	BrochetPark	NationalRiversAuthority
historic-landfill-site:EAHLD10035	ThreeHillsPit	JMurphyandSons
historic-landfill-site:EAHLD10036	FullingMillLane	EandABurns
historic-landfill-site:EAHLD10037	FullingMillLane	EandABurns
historic-landfill-site:EAHLD10038	CastleChalkPit	SalisburyTrust
historic-landfill-site:EAHLD10040	Chequersfield	SweeneyDemolitionLimited
historic-landfill-site:EAHLD12790	PrincesMead
historic-landfill-site:EAHLD10930	PaynesLane
historic-landfill-site:EAHLD10931	LangridgeFarmNorth	RedlandAggregatesLimited
historic-landfill-site:EAHLD10934	SchoolGreenLane
historic-landfill-site:EAHLD10936	HolyfieldsFarm	StAlbansSandandGravelCompanyLimited
historic-landfill-site:EAHLD11835	BarnettFarm	SWGreenland
historic-landfill-site:EAHLD11836	PigeonHill	MrandMrsMcGrory
historic-landfill-site:EAHLD11837	ColemansYard	MJColemanandSonsLimited
historic-landfill-site:EAHLD11838	HundredHouse	SprinksElseandAssociates
historic-landfill-site:EAHLD11839	HundredHouse	SurreyOperationsWasteLimited
historic-landfill-site:EAHLD11840	HundredHouse	SprinksElseAssociates
historic-landfill-site:EAHLD11841	AshteadLane
historic-landfill-site:EAHLD11843	EdgeboroughSchool
historic-landfill-site:EAHLD11847	WoolfordsFarm
historic-landfill-site:EAHLD12784	LandadjacenttoSunnyHillRoad
historic-landfill-site:EAHLD12785	CarParkoffBourleyRoad
historic-landfill-site:EAHLD12786	RearofBAEE
historic-landfill-site:EAHLD12787	ClaycartCarpark
historic-landfill-site:EAHLD12788	BowlingGreen
historic-landfill-site:EAHLD12793	PyestockHill
historic-landfill-site:EAHLD12794	DeadbrookLane
