area	name	parent-statistical-geography
civil-parish-boundary:E04000577	Scawby	E06000013
civil-parish-boundary:E04000578	South Ferriby	E06000013
civil-parish-boundary:E04000579	South Killingholme	E06000013
civil-parish-boundary:E04000580	Thornton Curtis	E06000013
civil-parish-boundary:E04000581	Ulceby	E06000013
civil-parish-boundary:E04000582	West Butterwick	E06000013
civil-parish-boundary:E04000583	West Halton	E06000013
civil-parish-boundary:E04000584	Whitton	E06000013
civil-parish-boundary:E04000585	Winteringham	E06000013
civil-parish-boundary:E04000586	Winterton	E06000013
civil-parish-boundary:E04000587	Wootton	E06000013
civil-parish-boundary:E04000588	Worlaby	E06000013
civil-parish-boundary:E04000589	Wrawby	E06000013
civil-parish-boundary:E04000590	Wroot	E06000013
civil-parish-boundary:E04000591	Ashby Parkland	E06000013
civil-parish-boundary:E04000592	Acaster Malbis	E06000014
civil-parish-boundary:E04000593	Askham Bryan	E06000014
civil-parish-boundary:E04000594	Askham Richard	E06000014
civil-parish-boundary:E04000596	Clifton Without	E06000014
civil-parish-boundary:E04000597	Copmanthorpe	E06000014
civil-parish-boundary:E04000598	Deighton	E06000014
civil-parish-boundary:E04000600	Earswick	E06000014
civil-parish-boundary:E04000601	Elvington	E06000014
civil-parish-boundary:E04000602	Fulford	E06000014
civil-parish-boundary:E04000603	Haxby	E06000014
civil-parish-boundary:E04000604	Heslington	E06000014
civil-parish-boundary:E04000605	Hessay	E06000014
civil-parish-boundary:E04000606	Heworth Without	E06000014
civil-parish-boundary:E04000608	Huntington	E06000014
civil-parish-boundary:E04000609	Kexby	E06000014
civil-parish-boundary:E04000610	Murton	E06000014
civil-parish-boundary:E04000611	Naburn	E06000014
civil-parish-boundary:E04000612	Nether Poppleton	E06000014
civil-parish-boundary:E04000613	New Earswick	E06000014
civil-parish-boundary:E04000614	Osbaldwick	E06000014
civil-parish-boundary:E04000616	Rufforth with Knapton	E06000014
civil-parish-boundary:E04000618	Stockton-on-the-Forest	E06000014
civil-parish-boundary:E04000621	Upper Poppleton	E06000014
civil-parish-boundary:E04000622	Wheldrake	E06000014
civil-parish-boundary:E04000623	Wigginton	E06000014
civil-parish-boundary:E04000624	Ashwell	E06000017
civil-parish-boundary:E04000625	Ayston	E06000017
civil-parish-boundary:E04000627	Barrow	E06000017
civil-parish-boundary:E04000628	Barrowden	E06000017
civil-parish-boundary:E04000629	Beaumont Chase	E06000017
civil-parish-boundary:E04000630	Belton-in-Rutland	E06000017
civil-parish-boundary:E04000631	Bisbrooke	E06000017
civil-parish-boundary:E04001180	Lambourn	E06000037
civil-parish-boundary:E04001181	Leckhampstead	E06000037
civil-parish-boundary:E04001182	Midgham	E06000037
civil-parish-boundary:E04001183	Padworth	E06000037
civil-parish-boundary:E04001184	Pangbourne	E06000037
civil-parish-boundary:E04001185	Peasemore	E06000037
civil-parish-boundary:E04001186	Purley on Thames	E06000037
civil-parish-boundary:E04001187	Shaw cum Donnington	E06000037
civil-parish-boundary:E04001188	Speen	E06000037
civil-parish-boundary:E04001189	Stanford Dingley	E06000037
civil-parish-boundary:E04001190	Stratfield Mortimer	E06000037
civil-parish-boundary:E04001191	Streatley	E06000037
civil-parish-boundary:E04001192	Sulham	E06000037
civil-parish-boundary:E04001193	Sulhamstead	E06000037
civil-parish-boundary:E04001194	Thatcham	E06000037
civil-parish-boundary:E04001195	Theale	E06000037
civil-parish-boundary:E04001196	Tidmarsh	E06000037
civil-parish-boundary:E04001197	Tilehurst	E06000037
civil-parish-boundary:E04001198	Ufton Nervet	E06000037
civil-parish-boundary:E04001199	Wasing	E06000037
civil-parish-boundary:E04001200	Welford	E06000037
civil-parish-boundary:E04001201	West Ilsley	E06000037
civil-parish-boundary:E04001202	West Woodhay	E06000037
civil-parish-boundary:E04001203	Winterbourne	E06000037
civil-parish-boundary:E04001204	Wokefield	E06000037
civil-parish-boundary:E04001205	Woolhampton	E06000037
civil-parish-boundary:E04001206	Yattendon	E06000037
civil-parish-boundary:E04001207	Newbury	E06000037
civil-parish-boundary:E04001208	Holybrook	E06000037
civil-parish-boundary:E04004138	Hatfield Heath	E07000077
civil-parish-boundary:E04004139	Hempstead	E07000077
civil-parish-boundary:E04004140	Henham	E07000077
civil-parish-boundary:E04004141	High Easter	E07000077
civil-parish-boundary:E04004142	High Roothing	E07000077
civil-parish-boundary:E04004143	Langley	E07000077
civil-parish-boundary:E04004144	Leaden Roding	E07000077
civil-parish-boundary:E04004145	Lindsell	E07000077
civil-parish-boundary:E04004146	Little Bardfield	E07000077
civil-parish-boundary:E04004147	Little Canfield	E07000077
civil-parish-boundary:E04004148	Little Chesterford	E07000077
civil-parish-boundary:E04004150	Little Easton	E07000077
civil-parish-boundary:E04004151	Little Hallingbury	E07000077
civil-parish-boundary:E04004152	Little Sampford	E07000077
civil-parish-boundary:E04004153	Littlebury	E07000077
civil-parish-boundary:E04004154	Manuden	E07000077
civil-parish-boundary:E04004155	Margaret Roding	E07000077
civil-parish-boundary:E04004156	Newport	E07000077
civil-parish-boundary:E04004157	Quendon and Rickling	E07000077
civil-parish-boundary:E04004158	Radwinter	E07000077
civil-parish-boundary:E04004159	Saffron Walden	E07000077
civil-parish-boundary:E04004161	Stebbing	E07000077
civil-parish-boundary:E04004162	Strethall	E07000077
civil-parish-boundary:E04004163	Takeley	E07000077
civil-parish-boundary:E04004164	Thaxted	E07000077
civil-parish-boundary:E04004165	Tilty	E07000077
civil-parish-boundary:E04004166	Ugley	E07000077
civil-parish-boundary:E04004167	Wenden Lofts	E07000077
civil-parish-boundary:E04004168	Wendens Ambo	E07000077
civil-parish-boundary:E04004169	White Roothing	E07000077
civil-parish-boundary:E04007567	Cropton	E07000167
civil-parish-boundary:E04007568	Ebberston and Yedingham	E07000167
civil-parish-boundary:E04007569	Edstone	E07000167
civil-parish-boundary:E04007570	Fadmoor	E07000167
civil-parish-boundary:E04007571	Farndale East	E07000167
civil-parish-boundary:E04007572	Farndale West	E07000167
civil-parish-boundary:E04007573	Flaxton	E07000167
civil-parish-boundary:E04007574	Foston	E07000167
civil-parish-boundary:E04007575	Foxholes	E07000167
civil-parish-boundary:E04007576	Fryton	E07000167
civil-parish-boundary:E04007577	Ganton	E07000167
civil-parish-boundary:E04007578	Gate Helmsley	E07000167
civil-parish-boundary:E04007579	Gillamoor	E07000167
civil-parish-boundary:E04007580	Gilling East	E07000167
civil-parish-boundary:E04007581	Grimstone	E07000167
civil-parish-boundary:E04007582	Habton	E07000167
civil-parish-boundary:E04007583	Harome	E07000167
civil-parish-boundary:E04007584	Hartoft	E07000167
civil-parish-boundary:E04007585	Harton	E07000167
civil-parish-boundary:E04007586	Hawnby	E07000167
civil-parish-boundary:E04007587	Helmsley	E07000167
civil-parish-boundary:E04007588	Henderskelfe	E07000167
civil-parish-boundary:E04007589	Heslerton	E07000167
civil-parish-boundary:E04007590	Hovingham	E07000167
civil-parish-boundary:E04007591	Howsham	E07000167
civil-parish-boundary:E04007592	Hutton-le-Hole	E07000167
civil-parish-boundary:E04007593	Huttons Ambo	E07000167
civil-parish-boundary:E04007594	Kirby Grindalythe	E07000167
civil-parish-boundary:E04007595	Kirby Misperton	E07000167
civil-parish-boundary:E04007596	Kirkbymoorside	E07000167
civil-parish-boundary:E04007597	Langton	E07000167
civil-parish-boundary:E04007598	Lastingham	E07000167
civil-parish-boundary:E04007599	Leavening	E07000167
civil-parish-boundary:E04008280	Crawley	E07000181
civil-parish-boundary:E04008281	Curbridge	E07000181
civil-parish-boundary:E04008282	Ducklington	E07000181
civil-parish-boundary:E04008283	Enstone	E07000181
civil-parish-boundary:E04008284	Eynsham	E07000181
civil-parish-boundary:E04008285	Fawler	E07000181
civil-parish-boundary:E04008286	Fifield	E07000181
civil-parish-boundary:E04008287	Filkins and Broughton Poggs	E07000181
civil-parish-boundary:E04008289	Freeland	E07000181
civil-parish-boundary:E04008290	Fulbrook	E07000181
civil-parish-boundary:E04008291	Glympton	E07000181
civil-parish-boundary:E04008292	Grafton and Radcot	E07000181
civil-parish-boundary:E04008293	Great Tew	E07000181
civil-parish-boundary:E04008294	Hailey	E07000181
civil-parish-boundary:E04008295	Hanborough	E07000181
civil-parish-boundary:E04008296	Hardwick-with-Yelford	E07000181
civil-parish-boundary:E04008297	Heythrop	E07000181
civil-parish-boundary:E04008298	Holwell	E07000181
civil-parish-boundary:E04008299	Idbury	E07000181
civil-parish-boundary:E04008300	Kelmscott	E07000181
civil-parish-boundary:E04008301	Kencot	E07000181
civil-parish-boundary:E04008302	Kiddington with Asterleigh	E07000181
civil-parish-boundary:E04008303	Kingham	E07000181
civil-parish-boundary:E04008304	Langford	E07000181
civil-parish-boundary:E04008305	Leafield	E07000181
civil-parish-boundary:E04008306	Lew	E07000181
civil-parish-boundary:E04008307	Little Faringdon	E07000181
civil-parish-boundary:E04008308	Little Tew	E07000181
civil-parish-boundary:E04008607	Brean	E07000188
civil-parish-boundary:E04008608	Brent Knoll	E07000188
civil-parish-boundary:E04008609	Bridgwater Without	E07000188
civil-parish-boundary:E04008610	Broomfield	E07000188
civil-parish-boundary:E04008611	Burnham-on-Sea and Highbridge	E07000188
civil-parish-boundary:E04008612	Burnham Without	E07000188
civil-parish-boundary:E04008613	Burtle	E07000188
civil-parish-boundary:E04008614	Cannington	E07000188
civil-parish-boundary:E04008615	Catcott	E07000188
civil-parish-boundary:E04008616	Chapel Allerton	E07000188
civil-parish-boundary:E04008617	Cheddar	E07000188
civil-parish-boundary:E04008618	Chedzoy	E07000188
civil-parish-boundary:E04008619	Chilton Polden	E07000188
civil-parish-boundary:E04008620	Chilton Trinity	E07000188
civil-parish-boundary:E04008621	Compton Bishop	E07000188
civil-parish-boundary:E04008622	Cossington	E07000188
civil-parish-boundary:E04008623	Durleigh	E07000188
civil-parish-boundary:E04008624	East Brent	E07000188
civil-parish-boundary:E04008625	East Huntspill	E07000188
civil-parish-boundary:E04008626	Edington	E07000188
civil-parish-boundary:E04008627	Enmore	E07000188
civil-parish-boundary:E04008628	Fiddington	E07000188
civil-parish-boundary:E04008629	Goathurst	E07000188
civil-parish-boundary:E04008630	Greinton	E07000188
civil-parish-boundary:E04008631	Lympsham	E07000188
civil-parish-boundary:E04008632	Lyng	E07000188
civil-parish-boundary:E04008633	Mark	E07000188
civil-parish-boundary:E04008634	Middlezoy	E07000188
civil-parish-boundary:E04008635	Moorlinch	E07000188
civil-parish-boundary:E04008636	Nether Stowey	E07000188
civil-parish-boundary:E04008637	North Petherton	E07000188
civil-parish-boundary:E04010269	Dodford with Grafton	E07000234
civil-parish-boundary:E04010270	Frankley	E07000234
civil-parish-boundary:E04010272	Hunnington	E07000234
civil-parish-boundary:E04010273	Romsley	E07000234
civil-parish-boundary:E04010274	Stoke	E07000234
civil-parish-boundary:E04010275	Tutnall and Cobley	E07000234
civil-parish-boundary:E04010276	Wythall	E07000234
civil-parish-boundary:E04010277	Barnt Green	E07000234
civil-parish-boundary:E04010278	Bournheath	E07000234
civil-parish-boundary:E04010279	Catshill and North Marlbrook	E07000234
civil-parish-boundary:E04010280	Finstall	E07000234
civil-parish-boundary:E04010281	Lickey and Blackwell	E07000234
civil-parish-boundary:E04010283	Abberley	E07000235
civil-parish-boundary:E04010284	Alfrick	E07000235
civil-parish-boundary:E04010285	Astley and Dunley	E07000235
civil-parish-boundary:E04010286	Bayton	E07000235
civil-parish-boundary:E04010287	Berrow	E07000235
civil-parish-boundary:E04010288	Birtsmorton	E07000235
civil-parish-boundary:E04010289	Bockleton	E07000235
civil-parish-boundary:E04010290	Bransford	E07000235
civil-parish-boundary:E04010291	Lower Broadheath	E07000235
civil-parish-boundary:E04010292	Broadwas	E07000235
civil-parish-boundary:E04010293	Bushley	E07000235
civil-parish-boundary:E04010294	Castlemorton	E07000235
civil-parish-boundary:E04010295	Clifton upon Teme	E07000235
civil-parish-boundary:E04010296	Cotheridge	E07000235
civil-parish-boundary:E04010297	Croome D'Abitot	E07000235
civil-parish-boundary:E04010298	Doddenham	E07000235
civil-parish-boundary:E04010299	Earl's Croome	E07000235
civil-parish-boundary:E04011241	Chirbury with Brompton	E06000051
civil-parish-boundary:E04011242	Church Preen	E06000051
civil-parish-boundary:E04011243	Church Pulverbatch	E06000051
civil-parish-boundary:E04011244	Church Stretton	E06000051
civil-parish-boundary:E04011245	Claverley	E06000051
civil-parish-boundary:E04011246	Clee St. Margaret	E06000051
civil-parish-boundary:E04011247	Cleobury Mortimer	E06000051
civil-parish-boundary:E04011248	Cleobury North	E06000051
civil-parish-boundary:E04011249	Clive	E06000051
civil-parish-boundary:E04011250	Clun	E06000051
civil-parish-boundary:E04011251	Clunbury	E06000051
civil-parish-boundary:E04011252	Clungunford	E06000051
civil-parish-boundary:E04011253	Cockshutt	E06000051
civil-parish-boundary:E04011254	Colebatch	E06000051
civil-parish-boundary:E04011255	Condover	E06000051
civil-parish-boundary:E04011256	Coreley	E06000051
civil-parish-boundary:E04011257	Cound	E06000051
civil-parish-boundary:E04011258	Craven Arms	E06000051
civil-parish-boundary:E04011259	Cressage	E06000051
civil-parish-boundary:E04011260	Culmington	E06000051
civil-parish-boundary:E04011261	Deuxhill	E06000051
civil-parish-boundary:E04011262	Diddlebury	E06000051
civil-parish-boundary:E04011263	Ditton Priors	E06000051
civil-parish-boundary:E04011264	Donington	E06000051
civil-parish-boundary:E04011265	Eardington	E06000051
civil-parish-boundary:E04011266	Easthope	E06000051
civil-parish-boundary:E04011267	Eaton-under-Heywood	E06000051
civil-parish-boundary:E04011268	Edgton	E06000051
civil-parish-boundary:E04011269	Ellesmere Rural	E06000051
civil-parish-boundary:E04011270	Ellesmere Urban	E06000051
civil-parish-boundary:E04000632	Braunston-in-Rutland	E06000017
civil-parish-boundary:E04000633	Brooke	E06000017
civil-parish-boundary:E04000634	Burley	E06000017
civil-parish-boundary:E04000635	Caldecott	E06000017
civil-parish-boundary:E04000636	Clipsham	E06000017
civil-parish-boundary:E04000638	Edith Weston	E06000017
civil-parish-boundary:E04000639	Egleton	E06000017
civil-parish-boundary:E04000640	Empingham	E06000017
civil-parish-boundary:E04000641	Essendine	E06000017
civil-parish-boundary:E04000643	Glaston	E06000017
civil-parish-boundary:E04000644	Great Casterton	E06000017
civil-parish-boundary:E04000646	Gunthorpe	E06000017
civil-parish-boundary:E04000647	Hambleton	E06000017
civil-parish-boundary:E04000649	Ketton	E06000017
civil-parish-boundary:E04000650	Langham	E06000017
civil-parish-boundary:E04000651	Leighfield	E06000017
civil-parish-boundary:E04000652	Little Casterton	E06000017
civil-parish-boundary:E04000653	Lyddington	E06000017
civil-parish-boundary:E04000654	Lyndon	E06000017
civil-parish-boundary:E04000655	Manton	E06000017
civil-parish-boundary:E04000656	Market Overton	E06000017
civil-parish-boundary:E04000657	Martinsthorpe	E06000017
civil-parish-boundary:E04000658	Morcott	E06000017
civil-parish-boundary:E04000659	Normanton	E06000017
civil-parish-boundary:E04000660	North Luffenham	E06000017
civil-parish-boundary:E04000662	Pickworth	E06000017
civil-parish-boundary:E04000663	Pilton	E06000017
civil-parish-boundary:E04000664	Preston	E06000017
civil-parish-boundary:E04000665	Ridlington	E06000017
civil-parish-boundary:E04000666	Ryhall	E06000017
civil-parish-boundary:E04000667	Seaton	E06000017
civil-parish-boundary:E04000668	South Luffenham	E06000017
civil-parish-boundary:E04000669	Stoke Dry	E06000017
civil-parish-boundary:E04000670	Stretton	E06000017
civil-parish-boundary:E04000671	Teigh	E06000017
civil-parish-boundary:E04000672	Thistleton	E06000017
civil-parish-boundary:E04000673	Thorpe by Water	E06000017
civil-parish-boundary:E04000674	Tickencote	E06000017
civil-parish-boundary:E04000675	Tinwell	E06000017
civil-parish-boundary:E04000676	Tixover	E06000017
civil-parish-boundary:E04000677	Uppingham	E06000017
civil-parish-boundary:E04000678	Wardley	E06000017
civil-parish-boundary:E04000679	Whissendine	E06000017
civil-parish-boundary:E04000680	Whitwell	E06000017
civil-parish-boundary:E04000681	Wing	E06000017
civil-parish-boundary:E04000682	Abbey Dore	E06000019
civil-parish-boundary:E04000683	Aconbury	E06000019
civil-parish-boundary:E04000684	Acton Beauchamp	E06000019
civil-parish-boundary:E04000685	Adforton	E06000019
civil-parish-boundary:E04000686	Allensmore	E06000019
civil-parish-boundary:E04000687	Almeley	E06000019
civil-parish-boundary:E04000688	Ashperton	E06000019
civil-parish-boundary:E04000689	Aston Ingham	E06000019
civil-parish-boundary:E04000690	Avenbury	E06000019
civil-parish-boundary:E04000691	Aylton	E06000019
civil-parish-boundary:E04000692	Aymestrey	E06000019
civil-parish-boundary:E04000693	Bacton	E06000019
civil-parish-boundary:E04000694	Ballingham	E06000019
civil-parish-boundary:E04000695	Bartestree	E06000019
civil-parish-boundary:E04000696	Birley with Upper Hill	E06000019
civil-parish-boundary:E04000697	Bishop's Frome	E06000019
