area	name	parent-statistical-geography
civil-parish-boundary:E04002935	All Saints	E07000040
civil-parish-boundary:E04002936	Awliscombe	E07000040
civil-parish-boundary:E04002937	Axminster	E07000040
civil-parish-boundary:E04002938	Axmouth	E07000040
civil-parish-boundary:E04002939	Aylesbeare	E07000040
civil-parish-boundary:E04002940	Beer	E07000040
civil-parish-boundary:E04002941	Bicton	E07000040
civil-parish-boundary:E04002942	Brampford Speke	E07000040
civil-parish-boundary:E04002943	Branscombe	E07000040
civil-parish-boundary:E04002945	Broadhembury	E07000040
civil-parish-boundary:E04002946	Buckerell	E07000040
civil-parish-boundary:E04002947	Budleigh Salterton	E07000040
civil-parish-boundary:E04002948	Chardstock	E07000040
civil-parish-boundary:E04002950	Clyst Hydon	E07000040
civil-parish-boundary:E04002951	Clyst St. George	E07000040
civil-parish-boundary:E04002952	Clyst St. Lawrence	E07000040
civil-parish-boundary:E04002953	Clyst St. Mary	E07000040
civil-parish-boundary:E04002954	Colaton Raleigh	E07000040
civil-parish-boundary:E04002955	Colyton	E07000040
civil-parish-boundary:E04002956	Combe Raleigh	E07000040
civil-parish-boundary:E04002957	Combpyne Rousdon	E07000040
civil-parish-boundary:E04002958	Cotleigh	E07000040
civil-parish-boundary:E04002959	Dalwood	E07000040
civil-parish-boundary:E04002960	Dunkeswell	E07000040
civil-parish-boundary:E04002961	East Budleigh	E07000040
civil-parish-boundary:E04002962	Farringdon	E07000040
civil-parish-boundary:E04002963	Farway	E07000040
civil-parish-boundary:E04002964	Feniton	E07000040
civil-parish-boundary:E04002965	Gittisham	E07000040
civil-parish-boundary:E04002966	Hawkchurch	E07000040
civil-parish-boundary:E04002967	Honiton	E07000040
civil-parish-boundary:E04002968	Huxham	E07000040
civil-parish-boundary:E04002969	Kilmington	E07000040
civil-parish-boundary:E04002970	Luppitt	E07000040
civil-parish-boundary:E04002971	Lympstone	E07000040
civil-parish-boundary:E04002972	Membury	E07000040
civil-parish-boundary:E04002973	Monkton	E07000040
civil-parish-boundary:E04002974	Musbury	E07000040
civil-parish-boundary:E04002975	Nether Exe	E07000040
civil-parish-boundary:E04002976	Newton Poppleford and Harpford	E07000040
civil-parish-boundary:E04002977	Northleigh	E07000040
civil-parish-boundary:E04002978	Offwell	E07000040
civil-parish-boundary:E04002979	Otterton	E07000040
civil-parish-boundary:E04002981	Payhembury	E07000040
civil-parish-boundary:E04002982	Plymtree	E07000040
civil-parish-boundary:E04002983	Poltimore	E07000040
civil-parish-boundary:E04002984	Rewe	E07000040
civil-parish-boundary:E04002986	Seaton	E07000040
civil-parish-boundary:E04002987	Sheldon	E07000040
civil-parish-boundary:E04002988	Shute	E07000040
civil-parish-boundary:E04002989	Sidmouth	E07000040
civil-parish-boundary:E04002990	Southleigh	E07000040
civil-parish-boundary:E04002991	Sowton	E07000040
civil-parish-boundary:E04002992	Stockland	E07000040
civil-parish-boundary:E04002993	Stoke Canon	E07000040
civil-parish-boundary:E04002994	Talaton	E07000040
civil-parish-boundary:E04002995	Uplyme	E07000040
civil-parish-boundary:E04002996	Upottery	E07000040
civil-parish-boundary:E04002997	Upton Pyne	E07000040
civil-parish-boundary:E04002999	Widworthy	E07000040
civil-parish-boundary:E04003000	Woodbury	E07000040
civil-parish-boundary:E04003001	Yarcombe	E07000040
civil-parish-boundary:E04003002	Lands Common to Axminster and Kilmington C.P.s	E07000040
civil-parish-boundary:E04003003	Exmouth	E07000040
civil-parish-boundary:E04003004	Bampton	E07000042
civil-parish-boundary:E04003005	Bickleigh	E07000042
civil-parish-boundary:E04003006	Bow	E07000042
civil-parish-boundary:E04003007	Bradninch	E07000042
civil-parish-boundary:E04003008	Brushford	E07000042
civil-parish-boundary:E04003009	Burlescombe	E07000042
civil-parish-boundary:E04003010	Butterleigh	E07000042
civil-parish-boundary:E04003011	Cadbury	E07000042
civil-parish-boundary:E04003012	Cadeleigh	E07000042
civil-parish-boundary:E04003013	Chawleigh	E07000042
civil-parish-boundary:E04003014	Cheriton Bishop	E07000042
civil-parish-boundary:E04003015	Cheriton Fitzpaine	E07000042
civil-parish-boundary:E04003016	Clannaborough	E07000042
civil-parish-boundary:E04003017	Clayhanger	E07000042
civil-parish-boundary:E04003018	Clayhidon	E07000042
civil-parish-boundary:E04003019	Coldridge	E07000042
civil-parish-boundary:E04003020	Colebrooke	E07000042
civil-parish-boundary:E04003021	Crediton	E07000042
civil-parish-boundary:E04003022	Crediton Hamlets	E07000042
civil-parish-boundary:E04003023	Cruwys Morchard	E07000042
civil-parish-boundary:E04003024	Cullompton	E07000042
civil-parish-boundary:E04003025	Culmstock	E07000042
civil-parish-boundary:E04003026	Down St. Mary	E07000042
civil-parish-boundary:E04003027	Eggesford	E07000042
civil-parish-boundary:E04003028	Halberton	E07000042
civil-parish-boundary:E04003029	Hemyock	E07000042
civil-parish-boundary:E04003030	Hittisleigh	E07000042
civil-parish-boundary:E04003031	Hockworthy	E07000042
civil-parish-boundary:E04003032	Holcombe Rogus	E07000042
civil-parish-boundary:E04003033	Huntsham	E07000042
civil-parish-boundary:E04003034	Kennerleigh	E07000042
civil-parish-boundary:E04003035	Kentisbeare	E07000042
civil-parish-boundary:E04003036	Lapford	E07000042
civil-parish-boundary:E04003037	Loxbeare	E07000042
civil-parish-boundary:E04003038	Morchard Bishop	E07000042
civil-parish-boundary:E04003039	Morebath	E07000042
civil-parish-boundary:E04003040	Newton St. Cyres	E07000042
civil-parish-boundary:E04003041	Nymet Rowland	E07000042
civil-parish-boundary:E04003042	Oakford	E07000042
civil-parish-boundary:E04003043	Poughill	E07000042
civil-parish-boundary:E04003044	Puddington	E07000042
civil-parish-boundary:E04003045	Sampford Peverell	E07000042
civil-parish-boundary:E04003046	Sandford	E07000042
civil-parish-boundary:E04003047	Shobrooke	E07000042
civil-parish-boundary:E04003048	Silverton	E07000042
civil-parish-boundary:E04003049	Stockleigh English	E07000042
civil-parish-boundary:E04003050	Stockleigh Pomeroy	E07000042
civil-parish-boundary:E04003051	Stoodleigh	E07000042
civil-parish-boundary:E04003052	Templeton	E07000042
civil-parish-boundary:E04003053	Thelbridge	E07000042
civil-parish-boundary:E04003054	Thorverton	E07000042
civil-parish-boundary:E04003055	Tiverton	E07000042
civil-parish-boundary:E04003056	Uffculme	E07000042
civil-parish-boundary:E04003057	Uplowman	E07000042
civil-parish-boundary:E04003058	Upton Hellions	E07000042
civil-parish-boundary:E04003059	Washfield	E07000042
civil-parish-boundary:E04003060	Washford Pyne	E07000042
civil-parish-boundary:E04003061	Wembworthy	E07000042
civil-parish-boundary:E04003062	Willand	E07000042
civil-parish-boundary:E04003063	Woolfardisworthy	E07000042
civil-parish-boundary:E04003064	Zeal Monachorum	E07000042
civil-parish-boundary:E04003065	Copplestone	E07000042
civil-parish-boundary:E04003066	Arlington	E07000043
civil-parish-boundary:E04003067	Ashford	E07000043
civil-parish-boundary:E04003068	Atherington	E07000043
civil-parish-boundary:E04003069	Barnstaple	E07000043
civil-parish-boundary:E04003070	Berrynarbor	E07000043
civil-parish-boundary:E04003071	Bishop's Nympton	E07000043
civil-parish-boundary:E04003072	Bishop's Tawton	E07000043
civil-parish-boundary:E04003073	Bittadon	E07000043
civil-parish-boundary:E04003074	Bratton Fleming	E07000043
civil-parish-boundary:E04003075	Braunton	E07000043
civil-parish-boundary:E04003076	Brayford	E07000043
civil-parish-boundary:E04003078	Burrington	E07000043
civil-parish-boundary:E04003079	Challacombe	E07000043
civil-parish-boundary:E04003080	Chittlehamholt	E07000043
civil-parish-boundary:E04003082	Chulmleigh	E07000043
civil-parish-boundary:E04003083	Combe Martin	E07000043
civil-parish-boundary:E04003085	East and West Buckland	E07000043
civil-parish-boundary:E04003086	East Anstey	E07000043
civil-parish-boundary:E04003087	East Down	E07000043
civil-parish-boundary:E04003088	East Worlington	E07000043
civil-parish-boundary:E04003089	Filleigh	E07000043
civil-parish-boundary:E04003090	Fremington	E07000043
civil-parish-boundary:E04003091	Georgeham	E07000043
civil-parish-boundary:E04003092	George Nympton	E07000043
civil-parish-boundary:E04003093	Goodleigh	E07000043
civil-parish-boundary:E04003094	Heanton Punchardon	E07000043
civil-parish-boundary:E04003095	Ilfracombe	E07000043
civil-parish-boundary:E04003096	Instow	E07000043
civil-parish-boundary:E04003097	Kentisbury	E07000043
civil-parish-boundary:E04003098	King's Nympton	E07000043
civil-parish-boundary:E04003099	Knowstone	E07000043
civil-parish-boundary:E04003100	Landkey	E07000043
civil-parish-boundary:E04003101	Loxhore	E07000043
civil-parish-boundary:E04003102	Lynton and Lynmouth	E07000043
civil-parish-boundary:E04003103	Mariansleigh	E07000043
civil-parish-boundary:E04003104	Martinhoe	E07000043
civil-parish-boundary:E04003105	Marwood	E07000043
civil-parish-boundary:E04003106	Meshaw	E07000043
civil-parish-boundary:E04003107	Molland	E07000043
civil-parish-boundary:E04003108	Mortehoe	E07000043
civil-parish-boundary:E04003109	Horwood, Lovacott and Newton Tracey	E07000043
civil-parish-boundary:E04003110	North Molton	E07000043
civil-parish-boundary:E04003111	Parracombe	E07000043
civil-parish-boundary:E04003112	Queen's Nympton	E07000043
civil-parish-boundary:E04003113	Rackenford	E07000043
civil-parish-boundary:E04003114	Romansleigh	E07000043
civil-parish-boundary:E04003115	Rose Ash	E07000043
civil-parish-boundary:E04003116	Satterleigh and Warkleigh	E07000043
civil-parish-boundary:E04003117	Shirwell	E07000043
civil-parish-boundary:E04003118	South Molton	E07000043
civil-parish-boundary:E04003119	Stoke Rivers	E07000043
civil-parish-boundary:E04003121	Tawstock	E07000043
civil-parish-boundary:E04003122	Trentishoe	E07000043
civil-parish-boundary:E04003123	Twitchen	E07000043
civil-parish-boundary:E04003124	West Anstey	E07000043
civil-parish-boundary:E04003125	West Down	E07000043
civil-parish-boundary:E04003126	Westleigh	E07000043
civil-parish-boundary:E04003127	Pilton West	E07000043
civil-parish-boundary:E04003128	Witheridge	E07000043
civil-parish-boundary:E04003129	Ashprington	E07000044
civil-parish-boundary:E04003130	Aveton Gifford	E07000044
civil-parish-boundary:E04003131	Berry Pomeroy	E07000044
civil-parish-boundary:E04003132	Bickleigh	E07000044
civil-parish-boundary:E04003133	Bigbury	E07000044
civil-parish-boundary:E04003134	Blackawton	E07000044
civil-parish-boundary:E04003135	Brixton	E07000044
civil-parish-boundary:E04003136	Buckland-Tout-Saints	E07000044
civil-parish-boundary:E04003137	Charleton	E07000044
civil-parish-boundary:E04003138	Chivelstone	E07000044
civil-parish-boundary:E04003139	Churchstow	E07000044
civil-parish-boundary:E04003140	Cornwood	E07000044
civil-parish-boundary:E04003141	Cornworthy	E07000044
civil-parish-boundary:E04003142	Dartington	E07000044
civil-parish-boundary:E04003143	Dartmouth	E07000044
civil-parish-boundary:E04003144	Dean Prior	E07000044
civil-parish-boundary:E04003145	Diptford	E07000044
civil-parish-boundary:E04003146	Dittisham	E07000044
civil-parish-boundary:E04003147	East Allington	E07000044
civil-parish-boundary:E04003148	East Portlemouth	E07000044
civil-parish-boundary:E04003149	Ermington	E07000044
civil-parish-boundary:E04003150	Frogmore and Sherford	E07000044
civil-parish-boundary:E04003151	Halwell and Moreleigh	E07000044
civil-parish-boundary:E04003152	Harberton	E07000044
civil-parish-boundary:E04003153	Harford	E07000044
civil-parish-boundary:E04003154	Holbeton	E07000044
civil-parish-boundary:E04003155	Holne	E07000044
civil-parish-boundary:E04003156	Ivybridge	E07000044
civil-parish-boundary:E04003157	Kingsbridge	E07000044
civil-parish-boundary:E04003158	Kingston	E07000044
civil-parish-boundary:E04003159	Kingswear	E07000044
civil-parish-boundary:E04003160	Littlehempston	E07000044
civil-parish-boundary:E04003161	Loddiswell	E07000044
civil-parish-boundary:E04003162	Malborough	E07000044
civil-parish-boundary:E04003163	Marldon	E07000044
civil-parish-boundary:E04003164	Modbury	E07000044
civil-parish-boundary:E04003165	Newton and Noss	E07000044
civil-parish-boundary:E04003166	North Huish	E07000044
civil-parish-boundary:E04003167	Rattery	E07000044
civil-parish-boundary:E04003168	Ringmore	E07000044
civil-parish-boundary:E04003169	Salcombe	E07000044
civil-parish-boundary:E04003170	Shaugh Prior	E07000044
civil-parish-boundary:E04003171	Slapton	E07000044
civil-parish-boundary:E04003172	South Brent	E07000044
civil-parish-boundary:E04003173	South Huish	E07000044
civil-parish-boundary:E04003174	South Milton	E07000044
civil-parish-boundary:E04003175	South Pool	E07000044
civil-parish-boundary:E04003176	Sparkwell	E07000044
civil-parish-boundary:E04003177	Staverton	E07000044
civil-parish-boundary:E04003178	Stoke Fleming	E07000044
civil-parish-boundary:E04003179	Stoke Gabriel	E07000044
civil-parish-boundary:E04003180	Stokenham	E07000044
civil-parish-boundary:E04003181	Strete	E07000044
civil-parish-boundary:E04003182	Thurlestone	E07000044
civil-parish-boundary:E04003183	Totnes	E07000044
civil-parish-boundary:E04003184	Ugborough	E07000044
civil-parish-boundary:E04003185	Wembury	E07000044
civil-parish-boundary:E04003186	West Alvington	E07000044
civil-parish-boundary:E04003187	West Buckfastleigh	E07000044
civil-parish-boundary:E04003188	Woodleigh	E07000044
civil-parish-boundary:E04003189	Yealmpton	E07000044
civil-parish-boundary:E04003191	Ashburton	E07000045
civil-parish-boundary:E04003192	Ashcombe	E07000045
civil-parish-boundary:E04003193	Ashton	E07000045
civil-parish-boundary:E04003194	Bickington	E07000045
civil-parish-boundary:E04003195	Bishopsteignton	E07000045
civil-parish-boundary:E04003196	Bovey Tracey	E07000045
civil-parish-boundary:E04003197	Bridford	E07000045
civil-parish-boundary:E04003198	Broadhempston	E07000045
civil-parish-boundary:E04003199	Buckfastleigh	E07000045
civil-parish-boundary:E04003200	Buckland in the Moor	E07000045
civil-parish-boundary:E04003201	Christow	E07000045
civil-parish-boundary:E04003202	Chudleigh	E07000045
civil-parish-boundary:E04003203	Coffinswell	E07000045
civil-parish-boundary:E04003204	Dawlish	E07000045
civil-parish-boundary:E04003205	Doddiscombsleigh	E07000045
civil-parish-boundary:E04003206	Dunchideock	E07000045
civil-parish-boundary:E04003207	Dunsford	E07000045
civil-parish-boundary:E04003208	Exminster	E07000045
civil-parish-boundary:E04003209	Haccombe with Combe	E07000045
civil-parish-boundary:E04003210	Hennock	E07000045
civil-parish-boundary:E04003211	Holcombe Burnell	E07000045
civil-parish-boundary:E04003212	Ide	E07000045
civil-parish-boundary:E04003213	Ideford	E07000045
civil-parish-boundary:E04003214	Ilsington	E07000045
civil-parish-boundary:E04003215	Ipplepen	E07000045
civil-parish-boundary:E04003216	Kenn	E07000045
civil-parish-boundary:E04003217	Kenton	E07000045
civil-parish-boundary:E04003218	Kingskerswell	E07000045
civil-parish-boundary:E04003219	Kingsteignton	E07000045
civil-parish-boundary:E04003220	Lustleigh	E07000045
civil-parish-boundary:E04003221	Mamhead	E07000045
civil-parish-boundary:E04003222	Manaton	E07000045
civil-parish-boundary:E04003223	Moretonhampstead	E07000045
civil-parish-boundary:E04003225	North Bovey	E07000045
civil-parish-boundary:E04003226	Ogwell	E07000045
civil-parish-boundary:E04003227	Powderham	E07000045
civil-parish-boundary:E04003228	Shaldon	E07000045
civil-parish-boundary:E04003229	Shillingford St. George	E07000045
civil-parish-boundary:E04003230	Starcross	E07000045
civil-parish-boundary:E04003231	Stokeinteignhead	E07000045
civil-parish-boundary:E04003232	Tedburn St. Mary	E07000045
civil-parish-boundary:E04003233	Teigngrace	E07000045
civil-parish-boundary:E04003234	Teignmouth	E07000045
civil-parish-boundary:E04003235	Denbury and Torbryan	E07000045
civil-parish-boundary:E04003236	Trusham	E07000045
civil-parish-boundary:E04003237	Whitestone	E07000045
civil-parish-boundary:E04003238	Widecombe in the Moor	E07000045
civil-parish-boundary:E04003239	Woodland	E07000045
civil-parish-boundary:E04003240	Abbots Bickington	E07000046
civil-parish-boundary:E04003241	Abbotsham	E07000046
civil-parish-boundary:E04003242	Alverdiscott	E07000046
civil-parish-boundary:E04003243	Alwington	E07000046
civil-parish-boundary:E04003244	Ashreigney	E07000046
civil-parish-boundary:E04003245	Ashwater	E07000046
civil-parish-boundary:E04003246	Beaford	E07000046
civil-parish-boundary:E04003247	Bideford	E07000046
civil-parish-boundary:E04003248	Black Torrington	E07000046
civil-parish-boundary:E04003249	Bradford	E07000046
civil-parish-boundary:E04003250	Bradworthy	E07000046
civil-parish-boundary:E04003251	Bridgerule	E07000046
civil-parish-boundary:E04003252	Broadwoodwidger	E07000046
civil-parish-boundary:E04003253	Buckland Brewer	E07000046
civil-parish-boundary:E04003254	Buckland Filleigh	E07000046
civil-parish-boundary:E04003255	Bulkworthy	E07000046
civil-parish-boundary:E04003256	Clawton	E07000046
civil-parish-boundary:E04003257	Clovelly	E07000046
civil-parish-boundary:E04003258	Cookbury	E07000046
civil-parish-boundary:E04003259	Dolton	E07000046
civil-parish-boundary:E04003260	Dowland	E07000046
civil-parish-boundary:E04003261	East Putford	E07000046
civil-parish-boundary:E04003262	Frithelstock	E07000046
civil-parish-boundary:E04003263	Great Torrington	E07000046
civil-parish-boundary:E04003264	Halwill	E07000046
civil-parish-boundary:E04003265	Hartland	E07000046
civil-parish-boundary:E04003266	High Bickington	E07000046
civil-parish-boundary:E04003267	Hollacombe	E07000046
civil-parish-boundary:E04003268	Holsworthy	E07000046
civil-parish-boundary:E04003269	Holsworthy Hamlets	E07000046
civil-parish-boundary:E04003270	Huish	E07000046
civil-parish-boundary:E04003271	Huntshaw	E07000046
civil-parish-boundary:E04003272	Landcross	E07000046
civil-parish-boundary:E04003273	Langtree	E07000046
civil-parish-boundary:E04003274	Littleham	E07000046
civil-parish-boundary:E04003275	Little Torrington	E07000046
civil-parish-boundary:E04003276	Luffincott	E07000046
civil-parish-boundary:E04003277	Merton	E07000046
civil-parish-boundary:E04003278	Milton Damerel	E07000046
civil-parish-boundary:E04003279	Monkleigh	E07000046
civil-parish-boundary:E04003280	Newton St. Petrock	E07000046
civil-parish-boundary:E04003281	Northam	E07000046
civil-parish-boundary:E04003282	Northcott	E07000046
civil-parish-boundary:E04003283	Pancrasweek	E07000046
civil-parish-boundary:E04003284	Parkham	E07000046
civil-parish-boundary:E04003285	Peters Marland	E07000046
civil-parish-boundary:E04003286	Petrockstow	E07000046
civil-parish-boundary:E04003287	Pyworthy	E07000046
civil-parish-boundary:E04003288	Roborough	E07000046
civil-parish-boundary:E04003289	St. Giles in the Wood	E07000046
civil-parish-boundary:E04003290	St. Giles on the Heath	E07000046
civil-parish-boundary:E04003291	Shebbear	E07000046
civil-parish-boundary:E04003292	Sheepwash	E07000046
civil-parish-boundary:E04003293	Sutcombe	E07000046
civil-parish-boundary:E04003294	Tetcott	E07000046
civil-parish-boundary:E04003295	Thornbury	E07000046
civil-parish-boundary:E04003296	Virginstow	E07000046
civil-parish-boundary:E04003297	Weare Giffard	E07000046
civil-parish-boundary:E04003298	Welcombe	E07000046
civil-parish-boundary:E04003299	West Putford	E07000046
civil-parish-boundary:E04003300	Winkleigh	E07000046
civil-parish-boundary:E04003301	Woolfardisworthy	E07000046
civil-parish-boundary:E04003302	Yarnscombe	E07000046
civil-parish-boundary:E04003303	Area not comprised in any Parish-Lundy Island	E07000046
civil-parish-boundary:E04003304	Beaworthy	E07000047
civil-parish-boundary:E04003305	Belstone	E07000047
civil-parish-boundary:E04003306	Bere Ferrers	E07000047
civil-parish-boundary:E04003307	Bondleigh	E07000047
civil-parish-boundary:E04003308	Bradstone	E07000047
civil-parish-boundary:E04003309	Bratton Clovelly	E07000047
civil-parish-boundary:E04003310	Brentor	E07000047
civil-parish-boundary:E04003311	Bridestowe	E07000047
civil-parish-boundary:E04003312	Broadwoodkelly	E07000047
civil-parish-boundary:E04003313	Buckland Monachorum	E07000047
civil-parish-boundary:E04003314	Chagford	E07000047
civil-parish-boundary:E04003315	Coryton	E07000047
civil-parish-boundary:E04003316	Dartmoor Forest	E07000047
civil-parish-boundary:E04003317	Drewsteignton	E07000047
civil-parish-boundary:E04003318	Dunterton	E07000047
civil-parish-boundary:E04003319	Exbourne	E07000047
civil-parish-boundary:E04003320	Germansweek	E07000047
civil-parish-boundary:E04003321	Gidleigh	E07000047
civil-parish-boundary:E04003322	Gulworthy	E07000047
civil-parish-boundary:E04003323	Hatherleigh	E07000047
civil-parish-boundary:E04003324	Highampton	E07000047
civil-parish-boundary:E04003325	Horrabridge	E07000047
civil-parish-boundary:E04003326	Iddesleigh	E07000047
civil-parish-boundary:E04003327	Inwardleigh	E07000047
civil-parish-boundary:E04003328	Jacobstowe	E07000047
civil-parish-boundary:E04003329	Kelly	E07000047
civil-parish-boundary:E04003330	Lamerton	E07000047
civil-parish-boundary:E04003331	Lewtrenchard	E07000047
civil-parish-boundary:E04003332	Lifton	E07000047
civil-parish-boundary:E04003333	Lydford	E07000047
civil-parish-boundary:E04003334	Marystow	E07000047
civil-parish-boundary:E04003335	Mary Tavy	E07000047
civil-parish-boundary:E04003336	Meavy	E07000047
civil-parish-boundary:E04003337	Meeth	E07000047
civil-parish-boundary:E04003338	Milton Abbot	E07000047
civil-parish-boundary:E04003339	Monkokehampton	E07000047
civil-parish-boundary:E04003340	Northlew	E07000047
civil-parish-boundary:E04003341	North Tawton	E07000047
civil-parish-boundary:E04003342	Okehampton	E07000047
civil-parish-boundary:E04003343	Okehampton Hamlets	E07000047
civil-parish-boundary:E04003344	Peter Tavy	E07000047
civil-parish-boundary:E04003345	Sampford Courtenay	E07000047
civil-parish-boundary:E04003346	Sampford Spiney	E07000047
civil-parish-boundary:E04003347	Sheepstor	E07000047
civil-parish-boundary:E04003348	Sourton	E07000047
civil-parish-boundary:E04003349	South Tawton	E07000047
civil-parish-boundary:E04003350	Spreyton	E07000047
civil-parish-boundary:E04003351	Sticklepath	E07000047
civil-parish-boundary:E04003352	Stowford	E07000047
civil-parish-boundary:E04003353	Sydenham Damerel	E07000047
civil-parish-boundary:E04003354	Tavistock	E07000047
civil-parish-boundary:E04003355	Throwleigh	E07000047
civil-parish-boundary:E04003356	Thrushelton	E07000047
civil-parish-boundary:E04003357	Walkhampton	E07000047
civil-parish-boundary:E04003358	Whitchurch	E07000047
civil-parish-boundary:E04003359	Lands common to Bridestowe and Sourton CP's	E07000047
civil-parish-boundary:E04003360	Burton	E07000048
civil-parish-boundary:E04003361	Hurn	E07000048
civil-parish-boundary:E04003362	Alderholt	E07000049
civil-parish-boundary:E04003363	Chalbury	E07000049
civil-parish-boundary:E04003365	Corfe Mullen	E07000049
civil-parish-boundary:E04003366	Cranborne	E07000049
civil-parish-boundary:E04003367	Edmondsham	E07000049
civil-parish-boundary:E04003369	Gussage All Saints	E07000049
civil-parish-boundary:E04003370	Gussage St. Michael	E07000049
civil-parish-boundary:E04003373	Holt	E07000049
civil-parish-boundary:E04003377	Pamphill	E07000049
civil-parish-boundary:E04003379	St. Leonards and St. Ives	E07000049
civil-parish-boundary:E04003380	Shapwick	E07000049
civil-parish-boundary:E04003382	Sturminster Marshall	E07000049
civil-parish-boundary:E04003387	Wimborne St. Giles	E07000049
civil-parish-boundary:E04003388	Witchampton	E07000049
civil-parish-boundary:E04003389	Woodlands	E07000049
civil-parish-boundary:E04003391	Ashmore	E07000050
civil-parish-boundary:E04003394	Bourton	E07000050
civil-parish-boundary:E04003396	Buckhorn Weston	E07000050
civil-parish-boundary:E04003397	Cann	E07000050
civil-parish-boundary:E04003398	Charlton Marshall	E07000050
civil-parish-boundary:E04003399	Chettle	E07000050
civil-parish-boundary:E04003401	Compton Abbas	E07000050
civil-parish-boundary:E04003402	Durweston	E07000050
civil-parish-boundary:E04003403	East Orchard	E07000050
civil-parish-boundary:E04003404	East Stour	E07000050
civil-parish-boundary:E04003405	Farnham	E07000050
civil-parish-boundary:E04003406	Fifehead Magdalen	E07000050
civil-parish-boundary:E04003407	Fifehead Neville	E07000050
civil-parish-boundary:E04003408	Fontmell Magna	E07000050
civil-parish-boundary:E04003409	Gillingham	E07000050
civil-parish-boundary:E04003410	Glanvilles Wootton	E07000050
civil-parish-boundary:E04003411	Hammoon	E07000050
civil-parish-boundary:E04003412	Hanford	E07000050
civil-parish-boundary:E04003413	Hazelbury Bryan	E07000050
civil-parish-boundary:E04003414	Hilton	E07000050
civil-parish-boundary:E04003415	Hinton St. Mary	E07000050
civil-parish-boundary:E04003416	Ibberton	E07000050
civil-parish-boundary:E04003419	Iwerne Stepleton	E07000050
civil-parish-boundary:E04003422	Lydlinch	E07000050
civil-parish-boundary:E04003423	Manston	E07000050
civil-parish-boundary:E04003424	Mappowder	E07000050
civil-parish-boundary:E04003425	Margaret Marsh	E07000050
civil-parish-boundary:E04003427	Melbury Abbas	E07000050
civil-parish-boundary:E04003428	Milborne St. Andrew	E07000050
civil-parish-boundary:E04003429	Milton Abbas	E07000050
civil-parish-boundary:E04003430	Motcombe	E07000050
civil-parish-boundary:E04003431	Okeford Fitzpaine	E07000050
civil-parish-boundary:E04003433	Pulham	E07000050
civil-parish-boundary:E04003434	Shaftesbury	E07000050
civil-parish-boundary:E04003435	Shillingstone	E07000050
civil-parish-boundary:E04003436	Silton	E07000050
civil-parish-boundary:E04003437	Spetisbury	E07000050
civil-parish-boundary:E04003438	Stalbridge	E07000050
civil-parish-boundary:E04003439	Stoke Wake	E07000050
civil-parish-boundary:E04003441	Stour Provost	E07000050
civil-parish-boundary:E04003442	Stourton Caundle	E07000050
civil-parish-boundary:E04003443	Sturminster Newton	E07000050
civil-parish-boundary:E04003444	Sutton Waldron	E07000050
civil-parish-boundary:E04003445	Tarrant Crawford	E07000050
civil-parish-boundary:E04003446	Tarrant Gunville	E07000050
civil-parish-boundary:E04003447	Tarrant Hinton	E07000050
civil-parish-boundary:E04003449	Tarrant Launceston	E07000050
civil-parish-boundary:E04003454	Turnworth	E07000050
civil-parish-boundary:E04003455	West Orchard	E07000050
civil-parish-boundary:E04003457	Winterborne Clenston	E07000050
civil-parish-boundary:E04003458	Winterborne Houghton	E07000050
civil-parish-boundary:E04003460	Winterborne Stickland	E07000050
civil-parish-boundary:E04003461	Winterborne Whitechurch	E07000050
civil-parish-boundary:E04003462	Winterborne Zelston	E07000050
civil-parish-boundary:E04003463	Woolland	E07000050
civil-parish-boundary:E04003467	Bloxworth	E07000051
civil-parish-boundary:E04003468	Chaldon Herring	E07000051
civil-parish-boundary:E04003469	Church Knowle	E07000051
civil-parish-boundary:E04003470	Coombe Keynes	E07000051
civil-parish-boundary:E04003472	East Holme	E07000051
civil-parish-boundary:E04003473	East Lulworth	E07000051
civil-parish-boundary:E04003474	East Stoke	E07000051
civil-parish-boundary:E04003475	Kimmeridge	E07000051
civil-parish-boundary:E04003476	Langton Matravers	E07000051
civil-parish-boundary:E04003477	Lytchett Matravers	E07000051
civil-parish-boundary:E04003478	Lytchett Minster and Upton	E07000051
civil-parish-boundary:E04003480	Moreton	E07000051
civil-parish-boundary:E04003482	Studland	E07000051
civil-parish-boundary:E04003483	Swanage	E07000051
civil-parish-boundary:E04003488	West Lulworth	E07000051
civil-parish-boundary:E04003489	Winfrith Newburgh	E07000051
civil-parish-boundary:E04003490	Wool	E07000051
civil-parish-boundary:E04003492	Abbotsbury	E07000052
civil-parish-boundary:E04003493	Allington	E07000052
civil-parish-boundary:E04003494	Alton Pancras	E07000052
civil-parish-boundary:E04003495	Askerswell	E07000052
civil-parish-boundary:E04003496	Athelhampton	E07000052
civil-parish-boundary:E04003497	Batcombe	E07000052
civil-parish-boundary:E04003498	Beaminster	E07000052
civil-parish-boundary:E04003499	Beer Hackett	E07000052
civil-parish-boundary:E04003500	Bettiscombe	E07000052
civil-parish-boundary:E04003501	Bincombe	E07000052
civil-parish-boundary:E04003502	Bishop's Caundle	E07000052
civil-parish-boundary:E04003503	Bothenhampton	E07000052
civil-parish-boundary:E04003504	Bradford Abbas	E07000052
civil-parish-boundary:E04003505	Bradford Peverell	E07000052
