OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,IDOX_Reference,UPRN,CoordinateReferenceSystem2,GeoX_2,GeoY_2,CoordinateReferenceSystem3,GeoX_3,GeoY_3,SCC_Ward,SCC_Regeneration,SCC_SubArea,SHLAA_CapacityApprox
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B413,413,"Seaburn Amusements, Whitburn Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.370399,54.936576,2.47,Owned by a public authority,,Pending Decision,,,www.sunderland.gov.uk/online-applications,,50,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf|https://www.sunderland.gov.uk/seaburn,"""Live outline hybrid application pending ref. 16/02056/HY4 - proposed mixed-use development with up to 279 dwellings overall. Part of Seaburn Masterplan and Design Code SPD""",30/11/2017,30/11/2017,16/00167/SHLAA,,OSGB36,440438,560392,WGS84,-1.370399,54.936576,FULWELL,Sunderland North,Sunderland North,55
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B448,448,Penshaw House,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.499632,54.869823,1.09,Owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,16,,,,,,,https://www.sunderland.gov.uk/media/19092/SHLAA-Appendices-Coalfields/pdf/13a_SHLAA_Appendices_-_Coalfields.pdf|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Development Brief prepared and out to market, with response to application ref. 10/02549/MNQ confirming residential development is acceptable in principle""",30/06/2016,30/11/2017,16/00246/SHLAA,45042916,OSGB36,432211,552897,WGS84,-1.499632,54.869823,SHINEY ROW,Coalfield,Coalfield,18
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B451,451,"Former Stannington Centre, Hillview, Stannington Grove",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.381338,54.885831,0.81,Owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,20,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf,"""Enquiry ref. 10/02550/MNQ refused - interest in residential development""",30/11/2017,30/11/2017,16/00082/SHLAA,,OSGB36,439787,554739,WGS84,-1.381338,54.885831,ST MICHAELS,Sunderland East,Sunderland South,22
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B467B,467B,Thornbeck College site,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.395466,54.92715,0.37,Not owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,10,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Enquiry ref. 11/01303/MNQ - proposed extra care facilities""",30/11/2017,30/11/2017,16/00170/SHLAA,,OSGB36,438841,559329,WGS84,-1.395466,54.92715,SOUTHWICK,Sunderland North,Sunderland North,11
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,469,,Site of former Kentmere House,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.482169,54.850061,0.64,Owned by a public authority,Yes,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,18,,,,,,,https://www.sunderland.gov.uk/media/19092/SHLAA-Appendices-Coalfields/pdf/13a_SHLAA_Appendices_-_Coalfields.pdf|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Pre-application ref. 13/01367/P7 - proposed 20 dwellings, development acceptable in principle. Concise brief prepared""",30/11/2017,30/11/2017,16/00254/SHLAA,,OSGB36,433348,550706,WGS84,-1.482169,54.850061,HOUGHTON,Coalfield,Coalfield,20
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,470,,Site of former Gilpin House,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.481507,54.850616,0.34,Owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,11,,,,,,,https://www.sunderland.gov.uk/media/19092/SHLAA-Appendices-Coalfields/pdf/13a_SHLAA_Appendices_-_Coalfields.pdf|https://www.sunderland.gov.uk/media/19100/Strategic-Land-Review-Coalfield-2016-/pdf/14A_Strategic_Land_Review_Coalfield_(2016)1.pdf,"""Pre-application ref. 13/01367/P7 - proposed 12 dwellings, development acceptable in principle""",30/11/2017,30/11/2017,16/00255/SHLAA,,OSGB36,433390,550768,WGS84,-1.481507,54.850616,HOUGHTON,Coalfield,Coalfield,12
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,502,,"Vane Arms, Silksworth",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.402311,54.872735,0.09,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,20/09/2017,www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,"""Permitted application ref. 17/01168/FUL - proposed conversion to 7 self-contained apartments""",30/11/2017,30/11/2017,16/00026/SHLAA,,OSGB36,438454,553270,WGS84,-1.402311,54.872735,SILKSWORTH,Sunderland West,Sunderland South,5
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,504,,Doxford Park Phase 6,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.411645,54.869555,3.99,Not owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,81,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf,"""Part of South Sunderland Growth Area masterplan and draft SPD""",30/11/2017,30/11/2017,16/00087/SHLAA,,OSGB36,437858,552911,WGS84,-1.411645,54.869555,DOXFORD,Sunderland East,Sunderland South,90
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,505,,Doxford Park Phase 5,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.407286,54.867143,8.54,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,05/03/2014,www.sunderland.gov.uk/online-applications,,155,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf,"""Permitted application ref. 13/01337/FUL - under construction. Part of South Sunderland Growth Area masterplan and draft SPD""",30/11/2017,30/11/2017,16/00280/SHLAA,,OSGB36,438140,552645,WGS84,-1.407286,54.867143,DOXFORD,Sunderland East,Sunderland South,155
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,531,,"Council Yard, North St, Silksworth",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.405567,54.875987,0.14,Mixed Ownership,Yes,Permissioned,Full Planning Permission,01/11/2011,www.sunderland.gov.uk/online-applications,,6,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,"""Permitted application ref. 11/01908/FUL - under construction""",30/11/2017,30/11/2017,16/00282/SHLAA,,OSGB36,438242,553630,WGS84,-1.405567,54.875987,SILKSWORTH,Sunderland West,Sunderland South,6
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,537,,Land at Redcar Road/Rawdon Rd,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.421299,54.924409,0.28,Owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Pre-application enquiry ref. 10/00104/ENQ - proposed 8 bungalows and a core house, development acceptable in principle. Development Brief prepared""",30/11/2017,30/11/2017,16/00173/SHLAA,,OSGB36,437188,559010,WGS84,-1.421299,54.924409,SOUTHWICK,Sunderland North,Sunderland North,8
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,563,,"Hylton Skills Campus, North Hylton Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.417629,54.923556,3.34,Mixed Ownership,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,72,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Planning application ref. 13/00378/FUL (approved 21/05/2013) - proposed new College engineering academy building. Development Brief prepared""",30/11/2017,30/11/2017,16/00175/SHLAA,,OSGB36,437424,558917,WGS84,-1.417629,54.923556,SOUTHWICK,Sunderland North,Sunderland North,80
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,564,,Land at Ryhope Road and Salterfern Lane,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.359428,54.876579,0.65,Not owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,16,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf,"""Withdrawn outline application ref. 05/04346/OUT - proposed residential institutions""",30/11/2017,30/11/2017,16/00089/SHLAA,,OSGB36,441202,553722,WGS84,-1.359428,54.876579,RYHOPE,Sunderland East,Sunderland South,18
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B565A,565A,"Phoenix Tower Business Park, Castletown Way",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.422453,54.922276,0.42,Not owned by a public authority,Yes,Permissioned,Outline Planning Permission,02/06/2015,www.sunderland.gov.uk/online-applications,,22,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Permitted outline application ref. 14/00292/OUT - proposed 140 dwellings overall""",30/11/2017,30/11/2017,16/00176/SHLAA,,OSGB36,437116,558772,WGS84,-1.422453,54.922276,CASTLE,Sunderland North,Sunderland North,24
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B565B,565B,"Phoenix Tower Business Park, Castletown Way",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.422951,54.921272,3.45,Not owned by a public authority,Yes,Permissioned,Outline Planning Permission,02/06/2015,www.sunderland.gov.uk/online-applications,,104,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Permitted outline application ref. 14/00292/OUT - proposed 140 dwellings overall""",30/11/2017,30/11/2017,16/00176/SHLAA,,OSGB36,437085,558660,WGS84,-1.422951,54.921272,CASTLE,Sunderland North,Sunderland North,116
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,629,,"Site of former Ford & Hylton Social Club, Poole Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.434379,54.902949,0.3,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,22/08/2014,www.sunderland.gov.uk/online-applications,,14,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,"""Permitted application ref. 13/03796/FUL""",30/06/2016,30/11/2017,16/00029/SHLAA,45086034,OSGB36,436369,556615,WGS84,-1.434379,54.902949,PALLION,Sunderland West,Sunderland South,14
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,630,,Land Adj. Saint Lukes Road,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.43087,54.907345,3.79,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,28/11/2014,www.sunderland.gov.uk/online-applications,,123,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,"""Permitted application ref. 13/02903/FUL - under construction""",30/11/2017,30/11/2017,16/00284/SHLAA,,OSGB36,436590,557106,WGS84,-1.43087,54.907345,PALLION,Sunderland West,Sunderland South,123
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,655,,Galen Building,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.387873,54.904107,0.21,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,25/03/2015,www.sunderland.gov.uk/online-applications,,128,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf,"""Permitted application ref. 14/02729/FUL""",30/11/2017,30/11/2017,16/00289/SHLAA,,OSGB36,439350,556769,WGS84,-1.387873,54.904107,MILLFIELD,Sunderland East,Sunderland Central,128
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,659,,"Sunniside Central Area, Villiers Street",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.37711,54.907279,1.21,Mixed Ownership,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,72,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,16/00093/SHLAA,,OSGB36,440037,557128,WGS84,-1.37711,54.907279,HENDON,Sunderland East,Sunderland Central,80
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,660,,63 Fawcett Street,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.382274,54.907224,0.02,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,07/07/2015,www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 14/02357/FUL. Part of Central Area Urban Design Strategy SPD""",30/06/2016,30/11/2017,16/00094/SHLAA,45128042,OSGB36,439706,557119,WGS84,-1.382274,54.907224,MILLFIELD,Sunderland East,Sunderland Central,7
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,661,,12 Fawcett Street,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.381455,54.906708,0.02,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,25/04/2016,www.sunderland.gov.uk/online-applications,,5,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 14/01962/FUL and 16/00357/FUL. Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,16/00095/SHLAA,,OSGB36,439759,557062,WGS84,-1.381455,54.906708,HENDON,Sunderland East,Sunderland Central,5
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,665,,255 High Street West,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.384552,54.90711,0.04,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,19/06/2015,www.sunderland.gov.uk/online-applications,,9,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 15/00344/FUL. Part of Central Area Urban Design Strategy SPD""",30/06/2016,30/11/2017,16/00098/SHLAA,45128380,OSGB36,439560,557105,WGS84,-1.384552,54.90711,MILLFIELD,Sunderland East,Sunderland Central,9
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,B678,678,South Hylton House,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.443164,54.901462,2.53,Owned by a public authority,,Not Permissioned,,,www.sunderland.gov.uk/online-applications,,51,,,,,,,https://www.sunderland.gov.uk/media/19094/SHLAA-Appendices-Sunderland-South/pdf/13a_SHLAA_Appendices_-_Sunderland_South.pdf|https://www.sunderland.gov.uk/media/19089/Strategic-Land-Review-West/pdf/14C_Strategic_Land_Review_West.pdf,,30/11/2017,30/11/2017,,,OSGB36,435807,556445,WGS84,-1.443164,54.901462,ST ANNES,Sunderland West,Sunderland South,57
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,679,,18-19 Murton Street,https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.376344,54.903348,0.07,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,14/12/2016,www.sunderland.gov.uk/online-applications,,13,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 16/01556/FUL. Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,,,OSGB36,440090,556691,WGS84,-1.376344,54.903348,HENDON,Sunderland East,Sunderland Central,13
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,683,,"20 Murton Street, City Centre",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.376501,54.903304,0.04,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,08/07/2016,www.sunderland.gov.uk/online-applications,,5,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 16/00364/FUL. Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,,,OSGB36,440080,556686,WGS84,-1.376501,54.903304,HENDON,Sunderland East,Sunderland Central,5
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,684,,"32 Frederick Street, City Centre",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.378692,54.904806,0.02,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,23/05/2016,www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 16/00377/FUL. Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,,,OSGB36,439938,556852,WGS84,-1.378692,54.904806,HENDON,Sunderland East,Sunderland Central,7
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,685,,"13 Holmeside, City Centre",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.38439,54.904494,0.01,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,08/06/2016,www.sunderland.gov.uk/online-applications,,7,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 16/00031/FUL. Part of Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,,,OSGB36,439573,556814,WGS84,-1.38439,54.904494,HENDON,Sunderland East,Sunderland Central,7
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,686,,"11 Saint Thomas Street, City Centre",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.381335,54.906357,0.03,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,15/02/2017,www.sunderland.gov.uk/online-applications,,5,,,,,,,https://www.sunderland.gov.uk/media/19096/SHLAA-Appendices-Sunderland-Central/pdf/13a_SHLAA_Appendices_-_Sunderland_Central.pdf|https://www.sunderland.gov.uk/media/19101/Strategic-Land-Review-East-2016-/pdf/14D_Strategic_Land_Review_East_(2016).pdf|https://www.sunderland.gov.uk/media/8703/Sunniside-Planning-and-Design-Framework-2008/pdf/Sunniside_Planning_and_Design_Framework_2008.pdf|https://www.sunderland.gov.uk/media/7320/Central-Area-Urban-Design-Strategy-SPD/pdf/cauds_july08.pdf,"""Permitted application ref. 16/02279/FUL. Part of Sunniside Planning & Design Framework SPD and Central Area Urban Design Strategy SPD""",30/11/2017,30/11/2017,,,OSGB36,439767,557023,WGS84,-1.381335,54.906357,HENDON,Sunderland East,Sunderland Central,5
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,687,,"Former Hylton Castle Library, Cranleigh Road",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.446771,54.922749,0.18,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,26/04/2017,www.sunderland.gov.uk/online-applications,,9,,,,,,,https://www.sunderland.gov.uk/media/19095/SHLAA-Appendices-Sunderland-North/pdf/13a_SHLAA_Appendices_-_Sunderland_North.pdf|https://www.sunderland.gov.uk/media/19090/Strategic-Land-Review-North-2016-/pdf/14B_Strategic_Land_Review_North_(2016).pdf,"""Permitted application ref. 17/00427/FU4""",30/11/2017,30/11/2017,,,OSGB36,435557,558812,WGS84,-1.446771,54.922749,CASTLE,Sunderland North,Sunderland North,9
http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,Sunderland,688,,"Derwent House, Washington Town Centre",https://www.sunderland.gov.uk/article/12739/Brownfield-Land-Register,ETRS89,-1.53494,54.896896,0.05,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,09/03/2017,www.sunderland.gov.uk/online-applications,,48,,,,,,,https://www.sunderland.gov.uk/media/19093/SHLAA-Appendices-Washington/pdf/13a_SHLAA_Appendices_-_Washington.pdf|https://www.sunderland.gov.uk/media/19102/Strategic-Land-Review-Washington-2016-/pdf/14E_Strategic_Land_Review_Washington_(2016).pdf,"""Permitted Prior Notification application ref. 17/00087/PCJ""",30/11/2017,30/11/2017,,,OSGB36,429925,555894,WGS84,-1.53494,54.896896,WASHINGTON CENTRAL,Washington,Washington,48
